left_column,right_column,overlap_rows,pearson_r,spearman_rho,abs_pearson_r,exact_equal_on_overlap,max_abs_diff,mean_abs_diff
MLU50_Morphemes,IPSyn_Total,351,0.620723,0.590810,0.620723,0,66.840000,51.122336
TD_Words,Standard deviation,360,0.619547,0.649704,0.619547,0,1882.498000,642.224269
FREQ_types,DSS_tbl_score,360,0.616964,0.628600,0.616964,0,296.440000,140.960694
MLU50_Words,FREQ_types,360,0.615509,0.627315,0.615509,0,303.020000,143.592000
MLU50_Morphemes,FREQ_types,360,0.612794,0.630780,0.612794,0,301.860000,142.979056
MLU_Words,IPSyn_Total,351,0.612696,0.576478,0.612696,0,68.851000,51.787185
IPSyn_Total,words/utterances,351,0.611670,0.575900,0.611670,0,68.851000,51.797493
DSS_tbl_score,DSS_tbl_PP,360,0.608169,0.559721,0.608169,0,157.160000,67.211750
Standard deviation,DSS_tbl_CNJ,360,0.607386,0.600848,0.607386,0,350.106000,114.674269
MLU_Morphemes,DSS_tbl_MV,360,0.606501,0.572546,0.606501,0,204.852000,115.517875
irr-PAST,*-3S,352,-0.605984,-0.604720,0.605984,0,170.000000,45.801136
FREQ_types,IPSyn_Total,351,0.602040,0.626193,0.602040,0,241.000000,93.547009
FREQ_types,words/turns,360,0.601031,0.625294,0.601031,0,212.885000,77.507181
Verbs_Utt,DSS_tbl_CNJ,360,0.599979,0.573561,0.599979,0,352.128000,116.426711
FREQ_types,DSS_tbl_MV,360,0.596728,0.565403,0.596728,0,152.000000,31.927778
FREQ_types,Verbs_Utt,360,0.594777,0.576706,0.594777,0,311.137000,149.068378
#words,words/turns,360,0.593537,0.584891,0.593537,0,1455.455000,522.808569
#words,DSS_tbl_TOT,360,0.593170,0.626168,0.593170,0,1103.000000,157.944444
FREQ_types,det:art,360,0.592076,0.575629,0.592076,0,195.000000,73.588889
FREQ_tokens,words/turns,360,0.590010,0.582632,0.590010,0,1548.455000,539.400236
mor_Words,words/turns,360,0.590010,0.582632,0.590010,0,1548.455000,539.400236
MLU_Morphemes,IPSyn_Total,351,0.589012,0.558254,0.589012,0,67.990000,51.192442
Verbs_Utt,TD_Utts_Time,352,-0.588708,-0.492181,0.588708,0,1.609000,0.892111
Age(Month),MLU50_Morphemes,360,0.587261,0.582638,0.587261,0,111.880000,77.717389
#words,DSS_tbl_score,360,0.586970,0.618040,0.586970,0,1668.440000,589.049583
MLU50_Words,#words,360,0.586308,0.638672,0.586308,0,1675.020000,591.680889
Age(Month),MLU50_Words,360,0.585418,0.575479,0.585418,0,112.580000,78.329000
MLU50_Morphemes,#words,360,0.584917,0.638569,0.584917,0,1673.860000,591.067944
FREQ_tokens,DSS_tbl_TOT,360,0.584094,0.619994,0.584094,0,1208.000000,170.441667
mor_Words,DSS_tbl_TOT,360,0.584094,0.619994,0.584094,0,1208.000000,170.441667
FREQ_types,*-PL,360,0.581172,0.594618,0.581172,0,289.000000,141.216667
irr-PAST,DSS_tbl_MV,352,0.580867,0.570513,0.580867,0,177.000000,80.849432
TD_Words,DSS_tbl_TOT,360,0.580350,0.604408,0.580350,0,1171.000000,196.280556
FREQ_tokens,retracing,360,0.577059,0.569403,0.577059,0,1693.000000,600.950000
retracing,mor_Words,360,0.577059,0.569403,0.577059,0,1693.000000,600.950000
FREQ_tokens,DSS_tbl_score,360,0.577041,0.611750,0.577041,0,1704.440000,605.641250
mor_Words,DSS_tbl_score,360,0.577041,0.611750,0.577041,0,1704.440000,605.641250
DSS,DSS_tbl_PP,341,0.575642,0.538118,0.575642,0,157.160000,68.591906
MLU50_Morphemes,Age_Month_approx,359,0.575519,0.578439,0.575519,0,111.980000,77.907967
Word_Errors,DSS_tbl_S,360,-0.574934,-0.836583,0.574934,0,50.000000,42.713889
MLU50_Words,Age_Month_approx,359,0.573918,0.571141,0.573918,0,112.680000,78.521950
DSS_tbl_MV,DSS_tbl_S,360,0.573436,0.338774,0.573436,0,165.000000,75.911111
MLU_Words,FREQ_types,360,0.573003,0.591807,0.573003,0,303.742000,143.636961
retracing,#words,360,0.572898,0.563879,0.572898,0,1657.000000,584.358333
FREQ_types,words/utterances,360,0.572685,0.591407,0.572685,0,303.742000,143.648017
TD_Words,DSS_tbl_score,360,0.572140,0.596130,0.572140,0,1871.440000,635.869028
MLU50_Morphemes,FREQ_tokens,360,0.570636,0.627441,0.570636,0,1709.860000,607.659611
MLU50_Morphemes,mor_Words,360,0.570636,0.627441,0.570636,0,1709.860000,607.659611
irr-3S,c-cop,360,0.569854,0.557521,0.569854,0,31.000000,3.619444
FREQ_types,DSS,341,0.569484,0.593424,0.569484,0,296.440000,144.325044
MLU50_Words,FREQ_tokens,360,0.568872,0.624514,0.568872,0,1711.020000,608.272556
MLU50_Words,mor_Words,360,0.568872,0.624514,0.568872,0,1711.020000,608.272556
MLU_Morphemes,FREQ_types,360,0.568666,0.592510,0.568666,0,302.852000,143.045653
FREQ_tokens,*-PRESP,360,0.568613,0.561542,0.568613,0,1682.000000,596.325000
mor_Words,*-PRESP,360,0.568613,0.561542,0.568613,0,1682.000000,596.325000
MLU_Utts,retracing,360,0.565825,0.532062,0.565825,0,181.000000,75.216667
Age(Month),MLU_Morphemes,360,0.565824,0.558954,0.565824,0,112.000000,77.784358
Total_Utts,retracing,360,0.563667,0.529211,0.563667,0,182.000000,75.688889
MLU_Utts,c-cop,360,0.562924,0.429561,0.562924,0,191.000000,84.252778
Age(Month),words/utterances,360,0.562915,0.552893,0.562915,0,112.703000,78.386567
TD_Words,words/turns,360,0.562445,0.551372,0.562445,0,1647.286000,569.628014
MLU50_Words,TD_Words,360,0.561981,0.608230,0.561981,0,1878.020000,638.500333
VOCD_D_optimum_average,DSS_tbl_MV,360,0.561830,0.593241,0.561830,0,160.340000,90.439556
Total_Utts,c-cop,360,0.561707,0.430870,0.561707,0,192.000000,84.725000
retracing,#utterances,360,0.561599,0.528613,0.561599,0,182.000000,75.863889
TD_Utts,c-cop,360,0.561532,0.432304,0.561532,0,192.000000,84.905556
TD_Utts,retracing,360,0.561124,0.528757,0.561124,0,182.000000,75.869444
c-cop,#utterances,360,0.560791,0.432107,0.560791,0,193.000000,84.900000
Age(Month),MLU_Words,360,0.560543,0.549046,0.560543,0,112.703000,78.374578
MLU50_Morphemes,TD_Words,360,0.560237,0.608210,0.560237,0,1876.860000,637.887389
Age(Month),Verbs_Utt,360,0.559184,0.583873,0.559184,0,118.476000,83.792739
*-PL,#words,360,0.558438,0.552124,0.558438,0,1661.000000,589.305556
FREQ_tokens,*-PL,360,0.557302,0.550714,0.557302,0,1697.000000,605.897222
mor_Words,*-PL,360,0.557302,0.550714,0.557302,0,1697.000000,605.897222
irr-3S,c-aux,360,0.556910,0.624331,0.556910,0,39.000000,3.780556
FREQ_tokens,on,360,0.556534,0.465297,0.556534,0,1716.000000,611.100000
mor_Words,on,360,0.556534,0.465297,0.556534,0,1716.000000,611.100000
DSS_Utts,DSS_tbl_warning_50,360,-0.556328,-0.841972,0.556328,0,50.000000,48.325000
Verbs_Utt,Age_Month_approx,359,0.556035,0.579452,0.556035,0,118.309333,84.007245
MLU_Words,#words,360,0.552867,0.618510,0.552867,0,1675.742000,591.725850
MLU_Morphemes,Age_Month_approx,359,0.552814,0.554130,0.552814,0,112.100000,77.974936
#words,words/utterances,360,0.551865,0.616609,0.551865,0,1675.742000,591.736906
on,#words,360,0.551503,0.464678,0.551503,0,1680.000000,594.508333
words/utterances,Age_Month_approx,359,0.551407,0.547989,0.551407,0,112.803000,78.578900
#turns,utterances/turns,360,-0.550786,-0.842951,0.550786,0,100.275000,10.405725
MLU50_Morphemes,words/turns,360,0.550031,0.612961,0.550031,0,316.490000,68.261108
IPSyn_Total,*-PAST,351,0.549019,0.552341,0.549019,0,69.000000,45.849003
MLU_Morphemes,#words,360,0.548063,0.615350,0.548063,0,1674.852000,591.134542
#words,DSS_tbl_CNJ,360,0.547940,0.592702,0.547940,0,1454.000000,480.730556
DSS,#words,341,0.547821,0.583800,0.547821,0,1668.440000,604.723871
MLU_Words,Age_Month_approx,359,0.547811,0.544086,0.547811,0,112.803000,78.567345
*-PRESP,#words,360,0.546467,0.544269,0.546467,0,1646.000000,579.733333
u-cop,*-PAST,360,0.546465,0.544493,0.546465,0,41.000000,6.452778
TD_Words,DSS_tbl_CNJ,360,0.546413,0.589249,0.546413,0,1623.000000,527.550000
FREQ_types,*-PAST,360,0.544158,0.448300,0.544158,0,256.000000,137.958333
FREQ_tokens,DSS_tbl_CNJ,360,0.541959,0.589232,0.541959,0,1559.000000,497.322222
mor_Words,DSS_tbl_CNJ,360,0.541959,0.589232,0.541959,0,1559.000000,497.322222
TD_Time_(secs),Standard deviation,360,0.540743,0.567569,0.540743,0,704.142000,269.993958
TD_Words,*-PRESP,360,0.540127,0.540925,0.540127,0,1849.000000,626.552778
MLU50_Words,words/turns,360,0.539867,0.599790,0.539867,0,316.910000,68.872319
DSS_tbl_S,DSS_tbl_TOT,360,0.539033,0.325576,0.539033,0,802.000000,415.022222
TD_Words,on,360,0.537624,0.456186,0.537624,0,1883.000000,641.327778
DSS,mor_Words,341,0.537195,0.576910,0.537195,0,1704.440000,621.864633
FREQ_tokens,DSS,341,0.537195,0.576910,0.537195,0,1704.440000,621.864633
TD_Time_(secs),TD_Utts_Time,352,-0.535956,-0.622559,0.535956,0,706.765000,278.719179
MLU_Words,FREQ_tokens,360,0.535705,0.604549,0.535705,0,1711.742000,608.317517
MLU_Words,mor_Words,360,0.535705,0.604549,0.535705,0,1711.742000,608.317517
FREQ_tokens,words/utterances,360,0.534720,0.602595,0.534720,0,1711.742000,608.328572
mor_Words,words/utterances,360,0.534720,0.602595,0.534720,0,1711.742000,608.328572
DSS_Utts,IPSyn_Utts,352,0.534100,0.305850,0.534100,0,39.000000,0.548295
MLU_Morphemes,FREQ_tokens,360,0.533904,0.604604,0.533904,0,1710.852000,607.726208
MLU_Morphemes,mor_Words,360,0.533904,0.604604,0.533904,0,1710.852000,607.726208
TD_Words,*-PL,360,0.531772,0.526871,0.531772,0,1864.000000,636.125000
TD_Words,DSS,341,0.531729,0.562644,0.531729,0,1871.440000,652.336774
VOCD_D_optimum_average,IPSyn_Total,351,0.531587,0.558680,0.531587,0,45.650000,25.790028
det:art,Standard deviation,360,0.530928,0.523311,0.530928,0,176.291000,74.005069
u-cop,#words,360,0.529768,0.509692,0.529768,0,1649.000000,588.094444
*-PRESP,det:art,360,0.529462,0.473062,0.529462,0,158.000000,58.416667
MLU_Words,TD_Words,360,0.527147,0.586681,0.527147,0,1878.742000,638.545294
#turns,words/turns,360,-0.526465,-0.805492,0.526465,0,321.750000,69.417836
TD_Words,words/utterances,360,0.526285,0.584998,0.526285,0,1878.742000,638.556350
TD_Words,u-cop,360,0.526256,0.501325,0.526256,0,1852.000000,634.913889
TD_Words_Time,TD_Utts_Time,352,0.525668,0.573003,0.525668,0,4.018000,2.025409
MLU_Morphemes,words/turns,360,0.521793,0.597369,0.521793,0,317.201000,68.328794
MLU_Morphemes,TD_Words,360,0.521610,0.583532,0.521610,0,1877.852000,637.953986
FREQ_types,NDW_100,360,0.520396,0.517605,0.520396,0,255.000000,100.461111
words/turns,words/utterances,360,0.516542,0.590351,0.516542,0,317.707000,68.928336
MLU_Words,words/turns,360,0.514307,0.587728,0.514307,0,317.707000,68.917281
FREQ_tokens,c-cop,360,0.511218,0.344754,0.511218,0,1718.000000,609.986111
mor_Words,c-cop,360,0.511218,0.344754,0.511218,0,1718.000000,609.986111
MLU50_Words,TD_Time_(secs),360,0.509648,0.526609,0.509648,0,700.460000,266.376111
Verbs_Utt,#words,360,0.508996,0.535974,0.508996,0,1683.137000,597.157267
FREQ_tokens,u-cop,360,0.508867,0.488875,0.508867,0,1703.000000,604.686111
mor_Words,u-cop,360,0.508867,0.488875,0.508867,0,1703.000000,604.686111
MLU50_Morphemes,TD_Time_(secs),360,0.504961,0.530087,0.504961,0,700.240000,265.783611
TD_Time_(secs),*-PRESP,360,0.502869,0.525571,0.502869,0,683.000000,254.222222
TD_Utts_Time,Standard deviation,352,-0.501257,-0.502063,0.501257,0,5.199000,2.640926
IPSyn_Total,irr-PAST,351,0.500842,0.499789,0.500842,0,100.000000,24.595442
TD_Time_(secs),u-aux,360,0.500567,0.497476,0.500567,0,698.000000,262.205556
*-PAST,#words,360,0.500504,0.417365,0.500504,0,1620.000000,586.047222
FREQ_tokens,Verbs_Utt,360,0.499415,0.527737,0.499415,0,1719.137000,613.748933
Verbs_Utt,mor_Words,360,0.499415,0.527737,0.499415,0,1719.137000,613.748933
TD_Words,u-aux,360,0.498600,0.471880,0.498600,0,1856.000000,634.491667
u-aux,#words,360,0.498237,0.478076,0.498237,0,1653.000000,587.672222
NDW_100,DSS_tbl_MV,360,0.497551,0.490533,0.497551,0,157.000000,73.366667
FREQ_types,on,360,0.497296,0.458924,0.497296,0,308.000000,146.419444
DSS_tbl_IP,DSS_tbl_TOT,360,0.496918,0.498960,0.496918,0,801.000000,416.516667
MLU_Utts,on,360,0.495987,0.377466,0.495987,0,196.000000,85.366667
FREQ_tokens,u-aux,360,0.495729,0.473733,0.495729,0,1704.000000,604.263889
mor_Words,u-aux,360,0.495729,0.473733,0.495729,0,1704.000000,604.263889
Verbs_Utt,words/turns,360,0.494589,0.583696,0.494589,0,324.386000,74.348697
Verbs_Utt,DSS_tbl_warning_50,360,-0.494101,-0.270710,0.494101,0,1.872000,1.205306
VOCD_D_optimum_average,*-PAST,360,0.493908,0.473741,0.493908,0,65.010000,20.193444
FREQ_types,utterances/turns,360,0.492188,0.523541,0.492188,0,287.000000,139.243142
MLU_Utts,u-cop,360,0.491075,0.441002,0.491075,0,187.000000,78.952778
IPSyn_Total,#words,351,0.490739,0.535282,0.490739,0,1613.000000,546.276353
Total_Utts,u-cop,360,0.488801,0.437846,0.488801,0,187.000000,79.425000
det:art,words/turns,360,0.488455,0.487501,0.488455,0,187.500000,33.129269
Total_Utts,on,360,0.488375,0.369310,0.488375,0,197.000000,85.838889
TD_Words,*-PAST,360,0.488270,0.397935,0.488270,0,1823.000000,632.866667
*-PL,det:art,360,0.487737,0.467677,0.487737,0,165.000000,67.838889
