condition,sample_id,temperature,output_story
Few-Shot (6 Examples),11,0.7,"Um, was a rabbit and a dog. They was playing in the sandbox. They had, uh, shovels. They want to build a big sandcastle. They (i)s having a lot of fun.

And the dog, um, carefully pat the sand. Make the walls, strong. The rabbit, was dig... dig with his bucket. Get more sand. They work very hard on it.

Uh, then the rabbit, make a, mistake. He, lift his, heavy bucket. Dump all the sand, on top of the castle. It was an, accident. But the castle, smash. Fall down flat.

The dog, was very upset. She, uh, start cry. Because her, hard work is, ruined. The rabbit, feel bad. He didn't mean to break it. He want to make things right.

So the rabbit, start pat the sand. Back together. He try to fix the castle. So the dog will be happy again. They decide to build a new one. The end."
Few-Shot (6 Examples),12,0.7,"He's a rabbit. And uh, a dog. And they's... uh... play in the sand. And they's got shovels. And they's... want to... build a big... castle. To gether. Yeah. They's... having fun.

And uh, the dog is patting the sand. Pating the sand. To make the wall... strong. And the rabbit is digging. Digging. To get... more sand. They's work... very hard on it.

Uh, then the rabbit... make a... mistake. He lift his bucket. And... uh... dump all the sand. On top of the castle. It was... an ac... ac... it was an ac... it was an ac... it was an ac... it was an ac... accident. But the castle... smash. Smash. And it fall down flat.

And uh, the dog... was very upset. She's... she's crying. Because her hard work... is ruined. The rabbit... feel bad. Because he didn't mean to break it. He's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's... he's..."
Few-Shot (6 Examples),13,0.7,"Um, rabbit and dog. They (i)s play. They play in the, sand box. They have, shovels. And they want to, build a big sand_castle. Together. They are having, fun. Fun fun.

And the dog. Dog is patting. Pat pat. Sand to make, walls strong. Rabbit is, digging. Digging with, bucket. Get more sand. They work, hard. Hard.

Uh, rabbit make a, mistake. He lift, his bucket. And... all the sand, on top. Castle smash. Flat. Flat.

Dog is, upset. Cry cry. Her hard work, ruin. Rabbit feel bad. He didn't mean, break it. He want to, make right.

So, rabbit start pat, pat. Pat pat. Sand back together. He try to fix, castle. So dog be [* m:unv:a] happy. Again. They decide, build new one. New castle."
Few-Shot (6 Examples),14,0.7,"He's, uh, rabbit and dog. They (i)s playing. They (i)s have shovels. They (i)s want to, build a big castle. Together. They (i)s have fun.

And the dog (i)s, pat the sand. Make it strong. The rabbit (i)s, dig with his bucket. Get more sand. They (i)s work very, very hard.

Uh, then uh, rabbit make a, mistake. He lift his bucket. And he dump all the sand. On top of the castle. Smash, smash. Castle fall down flat.

Dog is very, upset. She (i)s cry. Her castle, it's ruined. Rabbit feel bad. He (i)s sorry. He (i)s didn't mean to break it. He (i)s want to, make it right.

Rabbit (i)s, pat the sand. Try to fix. Make dog happy. They (i)s, build a new one. Yeah. The end."
Few-Shot (6 Examples),15,0.7,"One day, a rabbit and a dog. They is playing in the sandbox. They have shovels. They want to build a big sandcastle. Together. They is having a lot of fun.

The dog is patting the sand. Carefully. Make the walls strong. The rabbit is digging. With his bucket. Get more sand. They is work hard.

Umm... then, rabbit. He lift his bucket. He dump all the sand. On top of the castle. Oh no. Castle smash. Fall down flat.

The dog is very upset. She cry. Because her hard work is ruin. Rabbit feel bad. He didn't mean to break it. He want to make things right.

Rabbit start patting sand. Back together. He try to fix castle. dog be [* m:unv:a] happy again. They decide build new one."
Few-Shot (6 Examples),16,0.7,"He's playing in the... sandbox. He's playing with the... dog. He's got a shovel. He's got another shovel. They wanna build. They wanna build a big... castle. They're having... fun.

The dog is... pating the sand. The rabbit is... digging. He's got a bucket. He's getting... sand. They're working... hard. They're working... very hard.

Then the... rabbit made a... mistake. He... lifted the bucket. He... dumped the sand. All the sand. On top of the castle. It... smashed. It fell down. Flat.

The dog is... crying. She's very... upset. The rabbit... feel bad. He didn't mean to... break it. He wanna... make it right.

So the rabbit... pat the sand. He's trying to... fix it. So the dog... be happy. They're gonna build... another one. Yeah. The end."
Few-Shot (6 Examples),17,0.7,"He's play in the sand box. Is play with shovel. Is want build big sand_castle. Is have fun.

Dog is pat [* m:0ing]pat pat. Pat pat pat. Dog is make wall strong. Rabbit is dig dig dig. Dig with bucket. Get more sand.

Is work, work, work. Very hard. Um... rabbit do bad. Rabbit lift bucket. Bucket is heavy. All sand on top castle. Smash! Flat.

Dog is cry. Cry because... castle break. Rabbit feel bad. Rabbit no mean to break. Want make right.

Rabbit pat pat pat. Pat sand. Fix castle. Dog happy. Dog no cry. They build new one. New one. That (i)s the end."
Few-Shot (6 Examples),18,0.7,"He's a rabbit and... a dog. They's play... in the... sand box. They has... shovels. They wants... build a big sand_castle. They's having a lot of fun.

The dog, she's pating... the sand. Make the wall strong. The rabbit is digging... his bucket. Get more sand. They's work very hard.

Uh, the rabbit, he made a... mistake. He lift the bucket. All the sand on top of the castle. Oh no, it smash. Flat.

The dog, she's upset. Cry. Her work, ruined. The rabbit, he feel bad. He didn't mean to break it. He wants... make it right.

So the rabbit, he start pating... the sand. Fix the castle. Dog happy again. They's decide build a new one."
Few-Shot (6 Examples),19,0.7,"He's playing in the s... sandbox. He's playing with... uh the dog. They's got shovels. And they want to build a big sandcastle. They's having a lot of fun.

And, the dog is um pating the sand. To make the walls strong. And the rabbit is digging. With his bucket to get more sand. They's working very hard on it.

Uh huh, then the rabbit made a... mistake. He lift his heavy bucket. And dump all the sand on top of the castle. It was an uh accident. But the castle smash and fell down flat.

The dog is very upset. She's cry because her hard work is ruined. The rabbit feel bad. He didn't mean to break it. He want to make things right.

So, the rabbit is pating the sand back together. He try to fix the castle. So the dog will be happy again. And they's decide to build a new one. The end."
Few-Shot (6 Examples),20,0.7,"He and... he and... dog. Um, they are playing. They are in the sand box. They have shovels. They want to build... castle. Castle. They are having fun. Fun.

He... dog is patting. Pating. Pat pat pat. He is making... walls. Walls. Strong. Um. He... rabbit is digging. Digging. Digging. He is getting... sand. Sand.

They are working. Working. Working. Hard. Hard. They are working hard. Um. Then... then... rabbit. He... he... he lifted. He lifted. He... he... he dropped. All the sand. All the sand. Castle. Castle. Smash. Smash. Flat. Flat.

She... dog is upset. Upset. She is crying. Crying. Castle. Castle. He... rabbit. He is feeling bad. Bad. He didn't mean... mean to break. Break. He... he wants to fix. Fix.

He... rabbit is patting. Pat pat pat. He is making... sand. Sand. Strong. Strong. He is fixing. Fixing. Fixing. Um. They are... they are building. Building. New one. One. New castle. Castle. The end."
Few-Shot (6 Examples),21,0.7,"Um, day. Rabbit and dog. Playing in the sand box. Is has shovels. Is want to build. Big sand_castle. Together. They are having fun.

Dog is, is pat [* m:0ing]the sand. Make the wall strong. Rabbit is, is digging. Get more sand. They work very hard.

Uh, suddenly. Rabbit make a, a mistake. He lift the heavy bucket. Dump all the sand. On top of the castle. It was an, an accident. But the castle smash. Fall down flat.

Dog is very, very upset. She start to cry. Because her hard work is ruin. Rabbit feel bad. He didn't mean to, to break it. He want to make, make things right.

So, rabbit start pat the sand. Back together. He try to fix the castle. So dog is happy again. They decide to build, a new one. The end."
Few-Shot (6 Examples),22,0.7,"He's, he's, uh... rabbit and dog. They's, they's... uh, playing in the sand. They's got... uh, shovels. And they's, they's... wanna build. Big castle. They's, they's... having fun.

Dog is, is... pat pat pat. Make the walls... strong. Rabbit is, is... digging. Digging with his... bucket. They's, they's... working very hard.

Uh, uh... then rabbit make a mistake. He's, he's... lift the bucket. All the sand... uh, on top. Castle smash. Castle fall down. Flat.

Dog is, is... very upset. She's, she's... cry. Cry because her... hard work. Rabbit feel bad. Rabbit didn't mean... break it.

Rabbit is, is... pat pat pat. Fix the castle. Make dog happy. They's, they's... build a new one. Yeah."
Few-Shot (6 Examples),23,0.7,"Is play in sand box. Is have shovel. Is want build castle. Is have fun.

And he (i)s p... pat the sand. He (i)s make it strong. And she... is dig. She (i)s get more sand. They (i)s work very hard.

Uh then, he (i)s make a... mistake. He (i)s lift up bucket. He (i)s dump all sand on top. Smash. Smash. Flat.

She (i)s cry. Cry. Because... castle... is fall down. He (i)s feel bad. He (i)s don't mean to break it.

Then he (i)s pat... pat sand back. He (i)s try to fix. He (i)s want make her happy. They (i)s build new one. The end."
Few-Shot (6 Examples),24,0.7,"He's playing in the sand. Rabbit and dog. And they (i)s have shovels. They want to build a big one. They (i)s have fun. Fun.

Dog is pating... pating sand. Make wall strong. Rabbit is digging. Digging. He's get more sand. They work, work, work. Hard.

Umm, rabbit do a mistake. He lift, lift, lift the bucket. And, all sand go on top. Smash, smash. Flat.

Dog is upset. Cry, cry. Her work, it's ruined. Rabbit feel bad. He didn't mean to break it. He (i)s want to make right.

Rabbit start pating. Pat, pat, pat. He's try to fix it. Make happy. Dog is happy. They (i)s decide to build new one. New one. The end."
Few-Shot (6 Examples),25,0.7,"Um, a, rabbit and a, dog. They was play in the sand box. They have, shovel. They want build a big sand cast... castle. They was having a lot of fun.

The dog is pating the sand. Pating the sand. Make the wall strong. And the rabbit is digging. Digging. Get more sand. They work very hard on it.

Uh, then uh, the rabbit make a... mistake. He lift his heavy bucket. Dump all the sand on top of the castle. It (i)s an accident. But the castle smash. Fall down flat.

The dog is very... upset. She cry. Cry. Because her hard work... ruin. The rabbit feel bad. He didn't mean to break it. He want make thing... right.

So the rabbit pating the sand back. Pat the sand back. Try to fix the castle. So the dog be [* m:unv:a] happy again. They decide to build a new one. The end."
Few-Shot (6 Examples),26,0.7,"One day, a rabbit and a dog is play. They play in the sand box. They have a shovel. They want to build a big sand_castle. They is have a lot of fun.

The dog is pat [* m:0ing]the sand. She is make the wall strong. The rabbit is dig. He is dig with his bucket. He is get more sand. They is work very hard on it.

Uh, then the rabbit make a mistake. He is lift his big bucket. He is dump all the sand. All the sand go on top of the castle. Smash. Fall down flat.

The dog is very up. She is cry. She is cry because her work is ruin. The rabbit is feel bad. He is not mean to break it. He is want to make it right.

So, the rabbit is pat [* m:0ing]the sand. He is pat [* m:0ing]it back together. He is try to fix the castle. He is want the dog to be happy. They is decide to build a new one. The end."
Few-Shot (6 Examples),27,0.7,"Um, rabbit and dog. They play in the sand. They have, um, shovels. And they want to, um, build a big castle. Together. They are, is having a lot of fun.

The dog, she is pating the sand. To make the wall strong. The rabbit, he is digging. With his bucket. To get more sand. They work very hard on it.

Uh, then the rabbit. He make a mistake. He lift up his bucket. And dump all the sand. On top of the castle. Oh no! It was an accident. But the castle smash. And fell down flat.

The dog, she is very upset. She cry. Because her hard work is ruined. The rabbit feel bad. Because he don't mean to break it. He want to, um, make things right.

So the rabbit start pating the sand. Back together. He try to fix the castle. So the dog will be happy again. They decide to, um, build a new one. Yeah. That's it."
Few-Shot (6 Examples),28,0.7,"He and he... they play in the sand box. And they have shovels. And they want... um, build big castle. They have fun. Yeah.

And he... (i)s patting the sand. To make strong. Walls. And he... (i)s digging. Digging with bucket. Get more sand. They work very hard.

And then... uh, he made mistake. He lift... heavy bucket. And all sand... (i)s on castle. Smash. Down. Flat.

And she... is very upset. Cry. Cry because... her hard work. Ruined. And he... is bad. Because he didn't mean to break it. He want... make right.

And he... is patting. Patting the sand. Fix castle. So she... is happy. Again. And they... build new one. The end."
Few-Shot (6 Examples),29,0.7,"Umm is rabbit and dog. They (i)s playing in the sandbox. They (i)s have shovel. They want to build. They want to build a big sandcastle. They (i)s have fun.

The dog is pat [* m:0ing]the sand. Make the wall strong. The rabbit is digging. Get more sand. They work very hard.

Then uh the rabbit made a mistake. He lift his big bucket. He dump all the sand on the castle. Smash. Flat.

The dog is upset. She cry. Cry because her hard work is... is ruin. The rabbit is bad. He didn't mean to break it. He want to make it right.

The rabbit start pat the sand. Fix the castle. The dog is happy again. They decide to build a new one. They (i)s build a new one. The end."
Few-Shot (6 Examples),30,0.7,"He's playing in the sand. And he's got his... shovel. And he's got... shovel. And they want to build a big... castle. Together. They're having a lot of fun. Fun.

He's pat pat pat the sand. He's making the walls strong. He's is... digging with his... bucket. To get more sand. They're working hard on it.

Umm, and then uh, he made a... mistake. He lift his bucket and... dump all the sand. On top of the castle. Oh no. It smash. It fall down flat.

She's very upset. She's crying. Her hard work... ruin. He feel bad. He didn't mean to break it. He want to make it right.

He start pat pat pat the sand. He try to fix the castle. So she'll be happy again. They decide to build a new one."
