transcript_id,child_id,pair_id,replicate_id,source_child_id,transcript_path,token_count,utterance_count,nearest_real_child_id,nearest_real_path,nearest_real_cosine_similarity,mean_cosine_similarity_to_real,cosine_similarity_to_real_centroid
pair_sli427_td406_rep01_TD_bundle,406,pair_sli427_td406,1,406,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep01_TD_bundle.cha,387,70,414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/414.cha,0.7915123701095581,0.702283543698928,0.7935692071914673
pair_sli427_td406_rep02_TD_bundle,406,pair_sli427_td406,2,406,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep02_TD_bundle.cha,501,59,414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/414.cha,0.8520212769508362,0.7763177033732919,0.877226710319519
pair_sli427_td406_rep03_TD_bundle,406,pair_sli427_td406,3,406,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep03_TD_bundle.cha,431,85,414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/414.cha,0.8423388004302979,0.7524687998435077,0.8502777218818665
pair_sli427_td406_rep04_TD_bundle,406,pair_sli427_td406,4,406,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep04_TD_bundle.cha,389,75,409,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/409.cha,0.8260999917984009,0.7522640193209928,0.8500463962554932
pair_sli427_td406_rep05_TD_bundle,406,pair_sli427_td406,5,406,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep05_TD_bundle.cha,425,86,414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/414.cha,0.8179868459701538,0.7387664212900049,0.8347941637039185
pair_sli427_td406_rep06_TD_bundle,406,pair_sli427_td406,6,406,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep06_TD_bundle.cha,448,81,414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/414.cha,0.8647667765617371,0.7725176127517924,0.8729325532913208
pair_sli427_td406_rep07_TD_bundle,406,pair_sli427_td406,7,406,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep07_TD_bundle.cha,402,74,414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/414.cha,0.8237175941467285,0.7352629479239968,0.8308354616165161
pair_sli427_td406_rep08_TD_bundle,406,pair_sli427_td406,8,406,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep08_TD_bundle.cha,514,69,414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/414.cha,0.8611019253730774,0.7651297748088837,0.8645844459533691
pair_sli427_td406_rep09_TD_bundle,406,pair_sli427_td406,9,406,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep09_TD_bundle.cha,432,72,414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/414.cha,0.8128829002380371,0.7238702563678517,0.8179619312286377
pair_sli427_td406_rep10_TD_bundle,406,pair_sli427_td406,10,406,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep10_TD_bundle.cha,390,64,414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/414.cha,0.8235845565795898,0.7450594218338237,0.8419051766395569
pair_sli444_td410_rep01_TD_bundle,410,pair_sli444_td410,1,410,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep01_TD_bundle.cha,381,73,455,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/455.cha,0.7923300266265869,0.7162900198908413,0.8093962073326111
pair_sli444_td410_rep02_TD_bundle,410,pair_sli444_td410,2,410,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep02_TD_bundle.cha,361,64,463,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/463.cha,0.8621266484260559,0.7859845424399656,0.8881499171257019
pair_sli444_td410_rep03_TD_bundle,410,pair_sli444_td410,3,410,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep03_TD_bundle.cha,360,65,409,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/409.cha,0.8302128911018372,0.7660384371000177,0.8656112551689148
pair_sli444_td410_rep04_TD_bundle,410,pair_sli444_td410,4,410,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep04_TD_bundle.cha,420,77,409,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/409.cha,0.853134036064148,0.7710945676354801,0.8713244199752808
pair_sli444_td410_rep05_TD_bundle,410,pair_sli444_td410,5,410,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep05_TD_bundle.cha,325,59,414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/414.cha,0.7929692268371582,0.7223521260654225,0.8162462711334229
pair_sli444_td410_rep06_TD_bundle,410,pair_sli444_td410,6,410,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep06_TD_bundle.cha,419,73,455,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/455.cha,0.8513220548629761,0.778525569859673,0.8797214031219482
pair_sli444_td410_rep07_TD_bundle,410,pair_sli444_td410,7,410,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep07_TD_bundle.cha,381,75,443,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/443.cha,0.8403397798538208,0.7397882640361786,0.8359489440917969
pair_sli444_td410_rep08_TD_bundle,410,pair_sli444_td410,8,410,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep08_TD_bundle.cha,370,71,409,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/409.cha,0.8427690267562866,0.770436506060993,0.870580792427063
pair_sli444_td410_rep09_TD_bundle,410,pair_sli444_td410,9,410,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep09_TD_bundle.cha,364,82,443,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/443.cha,0.8092816472053528,0.7382324548328624,0.8341909050941467
pair_sli444_td410_rep10_TD_bundle,410,pair_sli444_td410,10,410,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep10_TD_bundle.cha,342,63,443,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/443.cha,0.8426759243011475,0.7548085240756764,0.852921724319458
pair_sli474_td459_rep01_TD_bundle,459,pair_sli474_td459,1,459,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep01_TD_bundle.cha,454,58,416,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/416.cha,0.8682067394256592,0.7752587076495675,0.8760299682617188
pair_sli474_td459_rep02_TD_bundle,459,pair_sli474_td459,2,459,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep02_TD_bundle.cha,417,58,416,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/416.cha,0.8737812638282776,0.7737820989945355,0.8743612766265869
pair_sli474_td459_rep03_TD_bundle,459,pair_sli474_td459,3,459,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep03_TD_bundle.cha,461,63,416,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/416.cha,0.8761705756187439,0.7934411588837119,0.896575927734375
pair_sli474_td459_rep04_TD_bundle,459,pair_sli474_td459,4,459,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep04_TD_bundle.cha,420,59,416,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/416.cha,0.8908329606056213,0.7777310206609613,0.8788236975669861
pair_sli474_td459_rep05_TD_bundle,459,pair_sli474_td459,5,459,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep05_TD_bundle.cha,454,62,416,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/416.cha,0.877097487449646,0.781453507788041,0.8830299377441406
pair_sli474_td459_rep06_TD_bundle,459,pair_sli474_td459,6,459,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep06_TD_bundle.cha,396,58,416,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/416.cha,0.8384052515029907,0.7569042391636792,0.8552896976470947
pair_sli474_td459_rep07_TD_bundle,459,pair_sli474_td459,7,459,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep07_TD_bundle.cha,438,53,416,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/416.cha,0.8984766006469727,0.8082846771268284,0.9133487939834595
pair_sli474_td459_rep08_TD_bundle,459,pair_sli474_td459,8,459,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep08_TD_bundle.cha,438,64,443,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/443.cha,0.856063961982727,0.7668459538151237,0.8665235638618469
pair_sli474_td459_rep09_TD_bundle,459,pair_sli474_td459,9,459,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep09_TD_bundle.cha,466,66,416,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/416.cha,0.8904128074645996,0.7947796635767993,0.8980883359909058
pair_sli474_td459_rep10_TD_bundle,459,pair_sli474_td459,10,459,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep10_TD_bundle.cha,416,62,472,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/472.cha,0.8770219683647156,0.7899626002592199,0.8926451206207275
pair_sli475_td417_rep01_TD_bundle,417,pair_sli475_td417,1,417,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep01_TD_bundle.cha,511,69,416,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/416.cha,0.8685534000396729,0.7916076183319092,0.8945038318634033
pair_sli475_td417_rep02_TD_bundle,417,pair_sli475_td417,2,417,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep02_TD_bundle.cha,430,64,414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/414.cha,0.8248440623283386,0.7486574825118569,0.845970869064331
pair_sli475_td417_rep03_TD_bundle,417,pair_sli475_td417,3,417,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep03_TD_bundle.cha,541,77,463,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/463.cha,0.8607265949249268,0.7818787290769464,0.8835105895996094
pair_sli475_td417_rep04_TD_bundle,417,pair_sli475_td417,4,417,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep04_TD_bundle.cha,452,71,455,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/455.cha,0.8634433150291443,0.7540998213431415,0.8521207571029663
pair_sli475_td417_rep05_TD_bundle,417,pair_sli475_td417,5,417,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep05_TD_bundle.cha,532,67,416,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/416.cha,0.8681269288063049,0.7948967726791606,0.8982206583023071
pair_sli475_td417_rep06_TD_bundle,417,pair_sli475_td417,6,417,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep06_TD_bundle.cha,393,64,414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/414.cha,0.8342978358268738,0.7553044452386743,0.8534818887710571
pair_sli475_td417_rep07_TD_bundle,417,pair_sli475_td417,7,417,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep07_TD_bundle.cha,505,70,463,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/463.cha,0.8757143616676331,0.7802359794869143,0.8816541433334351
pair_sli475_td417_rep08_TD_bundle,417,pair_sli475_td417,8,417,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep08_TD_bundle.cha,522,82,414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/414.cha,0.8650763630867004,0.7830253997269798,0.8848060369491577
pair_sli475_td417_rep09_TD_bundle,417,pair_sli475_td417,9,417,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep09_TD_bundle.cha,509,66,463,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/463.cha,0.8944643139839172,0.7886413949377397,0.8911522626876831
pair_sli475_td417_rep10_TD_bundle,417,pair_sli475_td417,10,417,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep10_TD_bundle.cha,447,67,414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/414.cha,0.8369261026382446,0.749955936389811,0.8474380970001221
pair_sli476_td460_rep01_TD_bundle,460,pair_sli476_td460,1,460,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep01_TD_bundle.cha,352,62,443,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/443.cha,0.7953458428382874,0.6902812482679591,0.7800067663192749
pair_sli476_td460_rep02_TD_bundle,460,pair_sli476_td460,2,460,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep02_TD_bundle.cha,355,75,458,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/458.cha,0.7950920462608337,0.7162322358173483,0.8093309998512268
pair_sli476_td460_rep03_TD_bundle,460,pair_sli476_td460,3,460,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep03_TD_bundle.cha,289,56,443,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/443.cha,0.7591270208358765,0.6761198911596747,0.7640047073364258
pair_sli476_td460_rep04_TD_bundle,460,pair_sli476_td460,4,460,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep04_TD_bundle.cha,403,85,409,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/A/409.cha,0.8142767548561096,0.736673050067004,0.8324286937713623
pair_sli476_td460_rep05_TD_bundle,460,pair_sli476_td460,5,460,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep05_TD_bundle.cha,335,64,443,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/443.cha,0.8028227686882019,0.7068353742361069,0.7987126111984253
pair_sli476_td460_rep06_TD_bundle,460,pair_sli476_td460,6,460,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep06_TD_bundle.cha,389,70,443,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/443.cha,0.8279260993003845,0.7406723253867206,0.8369479179382324
pair_sli476_td460_rep07_TD_bundle,460,pair_sli476_td460,7,460,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep07_TD_bundle.cha,357,66,443,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/443.cha,0.8126246333122253,0.7219898209852331,0.8158369660377502
pair_sli476_td460_rep08_TD_bundle,460,pair_sli476_td460,8,460,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep08_TD_bundle.cha,307,64,443,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/443.cha,0.7605128288269043,0.6817213033928591,0.7703341841697693
pair_sli476_td460_rep09_TD_bundle,460,pair_sli476_td460,9,460,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep09_TD_bundle.cha,338,61,458,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/458.cha,0.8037989139556885,0.7064915579908034,0.7983242273330688
pair_sli476_td460_rep10_TD_bundle,460,pair_sli476_td460,10,460,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep10_TD_bundle.cha,375,77,443,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/443.cha,0.8016790747642517,0.7156574410550735,0.8086813688278198
pair_sli477_td415_rep01_TD_bundle,415,pair_sli477_td415,1,415,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep01_TD_bundle.cha,339,53,463,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/463.cha,0.8004580736160278,0.7283757083556232,0.8230529427528381
pair_sli477_td415_rep02_TD_bundle,415,pair_sli477_td415,2,415,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep02_TD_bundle.cha,359,56,455,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/455.cha,0.815241277217865,0.7491980598253363,0.8465819358825684
pair_sli477_td415_rep03_TD_bundle,415,pair_sli477_td415,3,415,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep03_TD_bundle.cha,380,71,463,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/463.cha,0.8343814611434937,0.7480542554574854,0.8452893495559692
pair_sli477_td415_rep04_TD_bundle,415,pair_sli477_td415,4,415,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep04_TD_bundle.cha,354,69,443,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/archive/phase1_prompting/data/enni_files_4-5/TD/B/443.cha,0.8106169700622559,0.7151918218416327,0.8081552982330322
