condition,sample_id,temperature,output_story
Few-Shot (10 Examples),11,0.7,"The little boy and the dog they are happy they put a frog in the jar. They go to sleep at night. And the frog he is sneaky he wanna go for a walk. He get out the jar and go away.

The little boy wake up the next day and the frog is gone. He look in his shoes and look everywhere. The dog look in the jar and his head get stuck. They start yelling for the frog. 'Frog where are you?' The dog fall out the window he break the jar off his head. He lick the boy and the boy is not happy.

The little boy and the dog go to the forest to look for the frog. The dog see the bumblebees and he wanna catch them. The little boy look in a hole and he say 'Frog where are you?' A prairie dog come out and hit him in the nose. The dog is barking at the bumblebees. An owl come out and knock the boy down. The bumblebees chase the dog.

The boy climb on a rock and say 'Frog where are you?' He get stuck on a deer's head. The deer run and the boy and the dog go down the cliff. They fall in the water splash. The boy say 'Shh' to the dog. They look on the other side of the log. They see a mommy and daddy frog and their little frog. They take their little frog and go home. The boy and the dog go home happy. The end."
Few-Shot (10 Examples),12,0.7,"The little boy and the dog they have a frog. They put frog in the jar. They happy. They go to bed. Then frog wanna go out. He go for a walk. The little boy wake up. He can't find frog. He look in shoes. He look everywhere. The dog look in the jar. He get his head stuck in the jar.

The little boy and the dog they yell for frog. Frog where are you? The dog fall out the window. The dog break jar on his head. He lick the boy. The boy not happy. The jar is broke.

The little boy and the dog they go in the forest. They look for frog. The dog see the bumblebees. He want to catch them. The boy look in the hole. He see prairie dog. The prairie dog hit him in the nose. The dog is barking. He see the bumblebees. They chasing him.

The boy climb on the rock. He say frog where are you? He see the antler. It is deer. The boy get stuck. The deer run. The dog come with him. They go down the cliff. They go in the water. Splash.

The boy say shh to the dog. They look on the other side of the log. They see mommy frog. They see daddy frog. They see little frog. They see family of frogs. They get little frog. They say goodbye. They go home. Everyone happy. The end."
Few-Shot (10 Examples),13,0.7,"""Boy he have frog and dog they put frog in a jar. Then they go sleep. Frog say I wanna go for walk. Then boy wake up and frog is gone. He look in shoes and look everywhere. Dog go look in jar but dog get stuck. He stuck on jar. Then they go out and yell frog where are you. Frog not here. Dog he fall out window and jar get stuck on his head. Boy no happy jar is broke. 

Then they go in the forest look for frog. Dog see bumblebees. He play with bumblebees. Boy look in a hole. Prairie dog hit boy in the nose. Dog howl at bumblebees. Owl hit boy down. Bumblebees chase dog. Boy climb on rock. He say frog where are you. He on branch but it is deer. Deer run. Boy get stuck on deer head. Dog come with him. Deer stop on cliff. Down go boy and dog. They go splash in water. 

Boy say shh to dog. Let's go look on the other side of log. And what do they see? Mommy frog and daddy frog and little frog family. They take little frog say goodbye and go home. Everyone happy. That is the end."""
Few-Shot (10 Examples),14,0.7,"The little boy and the dog they have a frog and they put him in a jar. They happy happy. Then they go to sleep. That night the frog he want to go for a walk. He sneak out and go for a walk. The little boy and the dog wake up and the frog gone. They look everywhere. The little boy look in his shoes. He look in the jar but the dog's head get stuck in the jar.

So they go to the window and yell for the frog. Frog where are you? But the dog he get dizzy and fall out the window. He get a jar stuck on his head. The boy not happy the jar is broken. They go to the forest to find the frog. The dog see the bumblebees they are coming from a house made of wax. The boy look down in a hole. The dog playing with the bumblebees they are buzzing.

The boy say frog where are you? But a rabbit come out and hit him in the nose. The dog is barking at the bumblebees. The bumblebees chasing the dog. The boy climb up on a big rock and say frog where are you? He holding a stick. But it's actually a big deer's head. The boy get stuck on the deer's head. The deer run to get him off. The dog come with him because he worried. The deer stop at the edge of a big hole and down go the boy and the dog. Splash!

The boy say shh to the dog. Let's look on the other side of the log. And what they see? Froggy's mommy and daddy and they have lots of little frog friends. They take their little frog friend and say goodbye to the frog family. And they go home. Everyone happy happy."
Few-Shot (10 Examples),15,0.7,"The little boy and the dog they put the frog in the jar. They were happy yeah. So they go to bed. That night they sleep and the frog say I go outside. I want to go for a walk. 

The little boy and the dog wake up and the frog is gone. He went away. They no believe. They look everywhere. The little boy look in his shoe. He look everywhere. The dog look in the jar. He try to get out but his head get stuck. 

Then they open the window and they yell. Frog where are you. The little dog is losing his balance. He fall out the window. He get the jar off his head and he lick the boy. The boy not happy. The jar is broken. 

So they go to the forest. They look for the frog. The dog see the bumblebees. He want to catch them. The little boy look down in the hole. He see something. He say Frog where are you. But it was a prairie dog. He smacked the little boy in the nose. The dog is howling. The bumblebees are coming after him. 

The little boy climb on the rock. He say Frog where are you. He is holding a branch. But it was a deer. The boy get stuck on the deer's head. The deer run. The dog come with him. They go to the edge of the cliff. Down they go. Right into the water. Splash. 

The little boy say Shh. Let's look on the other side of the log. And they see the mommy frog and daddy frog. They have little frogs. They take the little frog. Say goodbye to the frogs. They go home. They are happy. The end."
Few-Shot (10 Examples),16,0.7,"The little boy and dog he have a frog in the jar. They are very happy. Then they go to sleep. The frog he is sneaky. He get out the jar and he go for a walk. He go away. The little boy and dog they wake up and they can't find the frog. They look everywhere. The dog he get his head stuck in the jar.

The little boy and dog they yelling 'Frog where are you?' The dog he fall out the window. He break the jar off his head and he lick the boy. The boy he not happy because the jar is broken. Then they go to the forest to find the frog. The dog he like bumblebees. He try to catch them. The little boy he look down in a hole.

The boy he say 'Frog where are you?' A prairie dog he come out and he smack the boy in the nose. The dog he howling at the bumblebees. An owl he jump out of the tree and he knock the boy down. The bumblebees they chase the dog.

The boy he climb up on a big rock and he say 'Frog where are you?' He is holding onto a branch. But it is a deer's antler. The boy he get stuck on the deer's head. The deer he run to get him off. The dog he come with him because he worried. The deer he stop at the edge of the cliff. Down go the little boy and the dog. Right into the water. Splash.

The boy he say 'Shh' to the dog. 'Let's look on the other side of this log.' And what did they see? A mommy frog and daddy frog and their little friend frog. They take their little friend frog and say goodbye to the family. They go home. Everyone is happy. The end."
Few-Shot (10 Examples),17,0.7,"The little boy and the dog have a frog. They put the frog in a jar. They are happy. They go to bed. The frog is thinking. He is going out of the jar. He is going for a walk. The little boy and the dog wake up. The frog is not in the jar. He is gone. They look everywhere. The little boy look in his shoes. The dog look in the jar. His head get stuck in the jar. The little boy and the dog say 'Frog where are you?' They open the window. The dog is yelling. He is falling out the window. He break the jar. He lick the boy. The boy is not happy.

The little boy and the dog go to the forest. They look for the frog. The dog is playing with bumblebees. The little boy is looking down. A prairie dog come out and smack him. The dog is howling. An owl come out and knock the little boy down. The bumblebees go after the dog.

The little boy is on a big rock. He is holding a branch. It is a deer's antler. He get stuck on the deer's head. The deer is running. The dog is coming with him. The deer stop at the edge of a cliff. Down go the little boy and the dog. They go into the water. Splash.

The little boy say 'Shh' to the dog. They look on the other side of the log. They see a mommy frog and a daddy frog. They see a family of frogs. They take the little frog. They say goodbye. They go home. Everyone is happy."
Few-Shot (10 Examples),18,0.7,"The little boy and the dog they have a frog. They put frog in the jar. And they are happy yeah. They go to bed. And then the frog he is like I am gonna go. He get out of the jar. He go for a little walk. Then the little boy and the dog wake up. Frog is gone. He is gone yeah. They can't find him. The little boy look in his shoes. The dog look in the jar. But his head is stuck yeah.

So they decide to open the window. They yelling for frog. Frog where are you. The little dog he is losing his balance. He fall out the window. The dog he is licking the boy. The boy is not happy the jar is broken. They go to the forest. They look for frog. The dog see the bumblebees. He want to play with the bumblebees. The boy he is looking down in a hole.

The boy say frog where are you. But it is not frog. It is a prairie dog. The prairie dog he is smacking the boy in the nose. The dog he is howling. The bumblebees they are coming from the beehive. The boy he is on a big rock. He say frog where are you. But it is not frog. It is the antler of a deer yeah. The boy he is stuck. The deer he is running. The dog he is coming with him. They go down the cliff. They splash in the water. The boy say shh. The dog is quiet. They look on the other side of the log. And they see frog. They see mommy frog and daddy frog. They see frog family. They take their little friend frog. They say goodbye to frog family. They go home. Everyone is happy yeah."
Few-Shot (10 Examples),19,0.7,"He boy and the dog he have a frog in a jar. They is very happy yeah. So they go to bed. That night the frog he wanna go out he wanna walk. He go out and he go away.

He boy and the dog wake up. The frog is gone. They is like no no where is the frog. He boy look in his shoes. He look everywhere. The dog look back in the jar. His head got stuck in the jar.

So they yell for the frog. Frog where are you. He dog he fall out the window. He dog he get jar off his head. He licked the boy. The boy he not happy.

They go in the forest. They look for the frog. The dog he see the bees. He wanna catch the bees. The boy he look down in the hole. The dog he playing with the bees.

The boy he say Frog where are you. A prairie dog he smack him in the nose. The dog he howling at the bees. An owl he jump out of the tree. He knock the boy down. The bees he chase the dog.

The boy he climb on a big rock. He say Frog where are you. He is holding a branch. It is the deer's antler. The boy he get stuck on the deer's head. The deer he run. The dog he come with him. They stop at the edge of the cliff. Down they go. They go in the water splash.

The boy he hear something. He say Shh to the dog. Let's look on the other side of the log. They see the mommy and daddy frog. They see the little frog. They take the little frog. They say goodbye to the frog family. They go home. Everyone is happy."
Few-Shot (10 Examples),20,0.7,"The little boy and dog put froggy in a jar. They so happy. Then they go to sleep. That night froggy go out. He go for a walk.

The little boy wake up. Froggy gone. He look in shoes. He look everywhere. Dog look in jar. His head get stuck. He cannot come out. 

They open window. They yell for froggy. 'Froggy where you?' The dog fall out window. He break jar. He lick the boy. The boy no happy. 

They go to forest. They look for froggy. The dog play with bumblebees. He try to catch them. The boy look down. He say 'Froggy where you?' The prairie dog hit him in the nose. The dog howl. The owl hit the boy. The bumblebees chase the dog. 

The boy climb on a rock. He say 'Froggy where you?' He hold a branch. It is deer's head. The deer run. The dog come with him. The deer stop at a cliff. Down go the boy and dog. They splash in the water.

The boy say 'Shh'. The dog quiet. They look on the other side. They see mommy and daddy frog. They see froggy's family. They get froggy. They say goodbye. They go home. Everyone happy. The end."
Few-Shot (10 Examples),21,0.7,"The little boy and the dog they put the frog in a jar. They happy yeah. So they go to sleep. That night the frog he wanna go out. He wanna go walk. The little boy and the dog they sleeping. They wake up the next morning the frog is gone. He is gone where. The little boy look in his shoes. He look everywhere. The dog he look back in the jar. He get stuck in the jar.

So they open the window and they yell for the frog. Frog where you. The dog he is falling down. He fall out the window. He break the jar off his head. He lick the little boy. The little boy he not happy. The jar is broken.

So they go out in the forest. They look for the frog. The dog he see the bumblebees. He wanna catch them. The little boy he look down in a hole. He say Frog where you. A prairie dog he come out. He smacks the little boy in the nose. The dog he is howling. The bumblebees he is chasing the dog.

The little boy he climb up on a rock. He say Frog where you. He is holding onto a branch. But it is a deer's antler. The little boy he get stuck. The deer he is running. The dog he is coming. The deer he stop at the cliff. Down go the little boy and the dog. They splash in the water.

The little boy he say Shh to the dog. Let's look on the other side of the log. They see the mommy and daddy frog. They see the whole family of frogs. They take their little friend frog. They say goodbye. They go home. The little boy and the dog they go home. They happy yeah."
Few-Shot (10 Examples),22,0.7,"The little boy and the dog they got the frog and put him in the jar. They is happy. Then they go to bed. The frog he wanna go for a walk. He get out of the jar. They is sleeping. They wake up. The frog he is gone. Where did the frog go. 

The little boy and the dog they look everywhere. They look in the shoes. They look in the jar. The dog he get his head stuck in the jar. Oh no. They yell for the frog. Frog where are you. The dog he is falling out the window. The jar it break on his head. He lick the little boy. The little boy he is sad. The jar it is broken.

They go in the forest. They look for the frog. The dog he is playing with the bees. He is trying to catch them. The little boy he is looking down in the hole. The boy he say frog where are you. The prairie dog he hit him in the nose. The dog he is barking at the bees. The owl he knock the little boy down. The bees they are chasing the dog.

The little boy he is climbing on the rock. He is saying frog where are you. He is holding onto a branch. It is the deer's antler. The boy he is stuck on the deer's head. The deer he is running. The dog he is coming with him. They are running down the cliff. They go splash in the water.

The little boy he say shh. Let's look on the other side of the log. They see the mommy frog and daddy frog. They see the little frog. They take the little frog. They say goodbye. They go home. They is happy. The end."
Few-Shot (10 Examples),23,0.7,"The little boy and the dog they put the frog in the jar. They was happy. Then they go to sleep. But the frog he get up. He go out and he go for a walk. The little boy and the dog they wake up. Where is the frog. He is gone. He go away. They can't believe it. The little boy look in his shoes. He look everywhere. The dog he look back in the jar. But he get his head stuck. He is stuck.

So they open the window and they yell for the frog. Frog where are you. The dog he fall out the window. He break the jar on his head. He lick the boy. The boy he don't seem happy. The jar is broken. So they go to the forest. They look for the frog. The dog he see some bees. He want to play with the bees. The little boy he look down. He see a hole. The dog he is playing with the bees. He want to catch them.

The boy he say 'Frog where are you.' But a prairie dog he come out. He smack the boy in the nose. The dog he is howling at the bees. The bees he is hanging from the beehive. An owl he jump out of the tree. He knock the boy down. The bees they go after the dog.

The boy he climb on a rock. He say 'Frog where are you.' But it's a deer's head. The boy he get stuck. The deer he run. He get the boy off his head. The dog he come with him. They run to the cliff. They go down. They go in the water. Splash.

The boy he say 'Shh' to the dog. 'Let's look on the other side of the log.' They see the frog's mommy and daddy. They see all the frog's family. They take the little frog. They say goodbye. They go home. Everyone is happy. The end."
Few-Shot (10 Examples),24,0.7,"The little boy and the dog they put the frog in a jar yeah. And they were happy. Then they go to sleep. The frog he get out of the jar. He go for a little walk while they sleep. They wake up and the frog is gone. They can't find the frog. The little boy look in his shoes and look everywhere. The dog look in the jar but his head is stuck in the jar. 

They open the window and yell for the frog. Frog where are you. The dog is like um falling down. He get the jar off his head. He lick the little boy. The little boy is not happy because the jar is broken. They go in the forest. They look for the frog. The dog see the bumblebees. He is playing with the bumblebees. The little boy look down in the hole. He say frog where are you. A prairie dog come out and hit him in the nose. The dog is howling at the bumblebees. The owl jump out and knock the little boy down. The bumblebees chase the dog. 

The little boy climb on the rock. He say frog where are you. He is holding a branch. It is the deer's antler. The little boy get stuck on the deer's head. The deer run and the little boy and the dog come with him. They go to the edge of the cliff. They fall down in the water splash. The little boy say shh to the dog. They look on the other side of the log. They see the mommy and daddy frog. They see the little frog's family. They take the little frog and say goodbye. They go home. They are happy. The end."
Few-Shot (10 Examples),25,0.7,"The little boy he got a frog. And he put the frog in the jar. Then the little boy and dog go to sleep. Then the frog he get out of the jar. He wanna go for a walk. He go away. Then the little boy wake up. He look for the frog. He look in his shoes. He look everywhere. Then the dog he look in the jar. He get stuck. 

He can't get out. Then the little boy say frog frog where you. And then the dog he get stuck. Then they open the window. They yell frog frog where you. The little dog he fall out the window. He break the jar off his head. He lick the little boy. The little boy he not happy. 

Then they go out. They look for the frog. The dog he see the bees. He wanna play. The little boy he look down. He see a hole. The little dog he play with the bees. He try to catch them. The little boy he say frog where you. A prairie dog he come out. He hit the little boy in the nose. The little dog he howl. The bees they go chase the dog. 

The little boy he climb up high. He say frog where you. He hold a branch. It's the deer's antler. The little boy he get stuck. The deer he run. He take the little boy and dog. He take them down. They go splash in the water. The little boy he say shh. He say let's look on the other side of the log. And then they see the mommy frog. They see the daddy frog. They see the little frog. They take the little frog. They say goodbye. They go home."
Few-Shot (10 Examples),26,0.7,"The little boy and the dog they put froggy in the jar. They are very happy. Then they go to bed. Froggy he is sleeping. He go out and walk. He go for a walk.

Next day little boy wake up. Froggy gone. He go away. Little boy and dog they look everywhere. They look in his shoes. They look everywhere. Dog look in the jar. He look in the jar but his head get stuck.

They open the window and yell. 'Frog where are you?' The dog fall down. The jar break on his head. He lick the boy. The boy not happy. Jar break.

They go to the forest. They look for froggy. Dog see bumblebees. Dog see bumblebees and they go um bumblebees. The boy look down. He look down in a hole. He say 'Frog where are you?' Prairie dog come out and he hit the boy in the nose.

The dog is howling. He is howling at the bumblebees. Owl jump out. Owl jump out and hit the boy down. Bumblebees chase the dog. The boy climb up on a big rock. He say 'Frog where are you?' He say but it is deer's head. Boy get stuck on the deer's head.

Deer run. Deer run and boy fall. He fall down. He fall down in the water. Splash. The boy say 'Shh'. The dog say 'Shh'. They look on the other side of the log. They see mommy frog. They see daddy frog. They see froggy's family.

They take froggy. They say goodbye to his family. They go home. Everyone is happy. The end."
Few-Shot (10 Examples),27,0.7,"The little boy and the dog they got the frog and put him in the jar. They so happy yeah they go to sleep. That night the frog he wanna go for a walk. He sneak out the jar and he go. 

Next morning the little boy and the dog wake up the frog is gone. He go away. They no believe it. The little boy look in his shoes. He look everywhere. The dog go back in the jar to see where frog go. But his head got stuck. Yeah. 

Then they open the window and yell for the frog. 'Frog where you?' The dog he is getting dizzy. He fall out the window. He break the jar off his head. He lick the boy. The boy not happy the jar is broke.

Then they go in the forest to find the frog. The dog he is playing with the bumblebees. He want to catch them. The boy look down in the hole. He say 'Frog where you?' A prairie dog he come out and smack the boy in the nose. The dog he is howling at the bumblebees. They are hanging from the beehive.

Then an owl he jump out of the tree. He knock the boy down. The bumblebees they go chase the dog. The boy he climb up on a big rock. He say 'Frog where you?' He is holding onto a branch. But it is actually the deer's antler. The boy he get stuck on the deer's head. The deer he run to get him off. The dog he come with him because he is worried.

The deer he stop at the edge of the cliff. Down goes the little boy and the dog. Right into the water. Splash. The boy he hear something. He say 'Shh' to the dog. 'Let's look on the other side of the log.' And what did they see? A mommy frog and daddy frog and a whole family of frogs. They take their little friend frog and say goodbye to the family. They go home. Everyone is happy. The end."
Few-Shot (10 Examples),28,0.7,"""The boy and dog they put the frog in a jar. They was happy yeah. Then they go to sleep. The frog he is get out of the jar. He go for a walk. 

The boy and dog wake up in the morning. The frog is gone. He is gone. They are sad. The boy look in his shoe. The dog look in the jar. He get his head stuck in the jar. 

The boy and dog they is yelling for the frog. Frog where are you. The dog he fall out the window. He break the jar. The boy is sad. He don't like the jar is break. 

They go to the forest. They look for the frog. The dog is playing with the bees. He want to catch them. The boy is looking down in a hole. He is looking for the frog. 

The boy is sayin 'Frog where are you?' A little dog is come out and he hit the boy in the nose. The dog is howling at the bees. The owl is jump out of the tree and he hit the boy. The bees is chasing the dog. 

The boy is climbing on a big rock. He is sayin 'Frog where are you?' He is holding onto a big antler. It is actually a deer. The boy is get stuck on the deer's head. The deer is runnin to get him off. The dog is coming with him. 

The deer is stop at the cliff. Down goes the boy and the dog. They go splash in the water. 

The boy is sayin 'Shh' to the dog. 'Let's look on the other side of this log.' And what they see? They see a mommy frog and a daddy frog. They see little frog's family. They take their little friend frog. They say goodbye to the family. They go home. Everyone is happy. The end."""
