index,transcript_id,child_id,pair_id,replicate_id,transcript_path,utterance_count,token_count,perplexity_mean_across_folds,perplexity_median_across_folds,perplexity_std_across_folds,perplexity_min_across_folds,perplexity_max_across_folds
13,pair_sli427_td406_rep04_TD_bundle,406,pair_sli427_td406,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep04_TD_bundle.cha,75,389,459.27324680157545,465.9345997361617,16.586472913104153,430.16022867364944,470.4991166391844
14,pair_sli427_td406_rep05_TD_bundle,406,pair_sli427_td406,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep05_TD_bundle.cha,86,425,568.6572392776877,574.6761770628591,17.172020732488026,538.5651162872981,581.293841630365
15,pair_sli427_td406_rep06_TD_bundle,406,pair_sli427_td406,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep06_TD_bundle.cha,81,448,467.77843516145896,466.92039430963104,10.85604343917748,451.69257497087887,479.8678558967198
16,pair_sli427_td406_rep07_TD_bundle,406,pair_sli427_td406,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep07_TD_bundle.cha,74,402,569.7979375758949,568.5839215691018,19.86327990127047,541.2882913350046,589.5247103516544
17,pair_sli427_td406_rep08_TD_bundle,406,pair_sli427_td406,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep08_TD_bundle.cha,69,514,504.2172284508923,510.1891307814656,15.523493277831781,478.93965277035727,517.8613645358892
18,pair_sli427_td406_rep09_TD_bundle,406,pair_sli427_td406,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep09_TD_bundle.cha,72,432,603.4565601164875,605.8768553254348,21.597040665051612,576.0350912787198,633.6978706852349
19,pair_sli427_td406_rep10_TD_bundle,406,pair_sli427_td406,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli427_td406_rep10_TD_bundle.cha,64,390,596.5729957228598,605.7400731816981,22.025837960761464,560.9979087019441,618.0938296930605
20,pair_sli444_td410_rep01_TD_bundle,410,pair_sli444_td410,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep01_TD_bundle.cha,73,381,512.2335206961452,515.3079143937069,15.31457557754304,485.7513890721664,523.7554311258759
21,pair_sli444_td410_rep02_TD_bundle,410,pair_sli444_td410,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep02_TD_bundle.cha,64,361,427.3184967651658,430.8502700202818,23.376824534659928,388.38690359596404,447.40806758795526
22,pair_sli444_td410_rep03_TD_bundle,410,pair_sli444_td410,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep03_TD_bundle.cha,65,360,490.4433415449428,496.52167286040293,19.135430103852205,459.8359670155757,509.10202311294114
23,pair_sli444_td410_rep04_TD_bundle,410,pair_sli444_td410,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep04_TD_bundle.cha,77,420,379.24589094581904,377.85932205713846,19.358752206776867,354.3427039214099,408.3838119833173
24,pair_sli444_td410_rep05_TD_bundle,410,pair_sli444_td410,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep05_TD_bundle.cha,59,325,502.05740270380585,502.238567605516,20.182838347932982,469.8887440553842,523.7504364809902
25,pair_sli444_td410_rep06_TD_bundle,410,pair_sli444_td410,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep06_TD_bundle.cha,73,419,410.0167454513914,415.10239898071416,19.124883928651208,379.54860675077646,430.9788995198396
26,pair_sli444_td410_rep07_TD_bundle,410,pair_sli444_td410,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep07_TD_bundle.cha,75,381,468.0528140291337,477.4157930141763,20.92580167857863,431.63364279538143,482.8789673593211
27,pair_sli444_td410_rep08_TD_bundle,410,pair_sli444_td410,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep08_TD_bundle.cha,71,370,386.6491647447837,389.7273238998178,19.632304020978292,354.223537230811,407.7172054656929
28,pair_sli444_td410_rep09_TD_bundle,410,pair_sli444_td410,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep09_TD_bundle.cha,82,364,475.70430675355465,480.0698710543156,24.72649134163975,435.1481666491443,500.47965242166174
29,pair_sli444_td410_rep10_TD_bundle,410,pair_sli444_td410,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli444_td410_rep10_TD_bundle.cha,63,342,367.1995671454089,369.6196037294087,17.580218523735034,339.0913015412475,387.87508970736155
30,pair_sli474_td459_rep01_TD_bundle,459,pair_sli474_td459,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep01_TD_bundle.cha,58,454,420.03930833238644,420.5074964475259,15.264524154255932,397.6069187749447,440.5687269947942
31,pair_sli474_td459_rep02_TD_bundle,459,pair_sli474_td459,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep02_TD_bundle.cha,58,417,417.2580189292762,422.5604978030702,15.641525988964023,390.7427291757425,430.60197554918744
32,pair_sli474_td459_rep03_TD_bundle,459,pair_sli474_td459,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep03_TD_bundle.cha,63,461,309.2271095887582,308.38839732405023,12.352996749880376,291.7245244280685,325.90154841246556
33,pair_sli474_td459_rep04_TD_bundle,459,pair_sli474_td459,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep04_TD_bundle.cha,59,420,361.02993644226075,359.3074776027072,13.479525400980815,344.39548340117165,379.43216064685504
34,pair_sli474_td459_rep05_TD_bundle,459,pair_sli474_td459,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep05_TD_bundle.cha,62,454,381.78493453225065,383.14911633959576,14.701355204080999,361.9611430708858,402.6390373927429
35,pair_sli474_td459_rep06_TD_bundle,459,pair_sli474_td459,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep06_TD_bundle.cha,58,396,408.27515488351565,409.32083050665227,10.398233650320924,392.2763697588252,418.9703739991151
36,pair_sli474_td459_rep07_TD_bundle,459,pair_sli474_td459,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep07_TD_bundle.cha,53,438,347.5982512786891,347.38266281221786,14.666694126985732,328.4412288738744,369.3310597895135
37,pair_sli474_td459_rep08_TD_bundle,459,pair_sli474_td459,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep08_TD_bundle.cha,64,438,376.8669840324931,373.61402196792085,14.019089306001195,358.90937713126647,396.4782676942682
38,pair_sli474_td459_rep09_TD_bundle,459,pair_sli474_td459,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep09_TD_bundle.cha,66,466,336.27578521429353,334.72780426484456,13.183077338294389,320.2997121500009,356.1505973745241
39,pair_sli474_td459_rep10_TD_bundle,459,pair_sli474_td459,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli474_td459_rep10_TD_bundle.cha,62,416,348.67344163138506,346.5009358229711,14.51979634888103,329.04689885885716,369.0779110590982
40,pair_sli475_td417_rep01_TD_bundle,417,pair_sli475_td417,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep01_TD_bundle.cha,69,511,396.2218277243816,399.171874086234,19.23298222364049,364.4207888987424,414.51909507879475
41,pair_sli475_td417_rep02_TD_bundle,417,pair_sli475_td417,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep02_TD_bundle.cha,64,430,478.1039969919631,482.14662156240576,13.578901903678524,454.6267950613625,489.96150719875834
42,pair_sli475_td417_rep03_TD_bundle,417,pair_sli475_td417,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep03_TD_bundle.cha,77,541,308.4646430227891,314.00055757313277,18.054793557241823,279.5749847910383,325.6214955567186
43,pair_sli475_td417_rep04_TD_bundle,417,pair_sli475_td417,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep04_TD_bundle.cha,71,452,352.69083317450395,358.4664393382665,13.409716343038045,328.9237338211532,360.6262040079482
44,pair_sli475_td417_rep05_TD_bundle,417,pair_sli475_td417,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep05_TD_bundle.cha,67,532,400.88465513604893,408.3531862814849,16.206699506266776,375.4588674361094,416.25338750655675
45,pair_sli475_td417_rep06_TD_bundle,417,pair_sli475_td417,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep06_TD_bundle.cha,64,393,471.0150946527642,476.2591244192147,18.6589578203932,438.25805040461347,483.4519830228476
46,pair_sli475_td417_rep07_TD_bundle,417,pair_sli475_td417,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep07_TD_bundle.cha,70,505,381.65448282457993,383.4152773124378,16.576218307431738,354.9792665557898,399.49129742739456
47,pair_sli475_td417_rep08_TD_bundle,417,pair_sli475_td417,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep08_TD_bundle.cha,82,522,452.5116051423256,455.8416888940704,14.776704548859056,429.170780913976,468.02103276084443
48,pair_sli475_td417_rep09_TD_bundle,417,pair_sli475_td417,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep09_TD_bundle.cha,66,509,323.7778119690433,326.5821541685385,14.159542227127114,301.9907114694927,341.12495395763483
49,pair_sli475_td417_rep10_TD_bundle,417,pair_sli475_td417,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli475_td417_rep10_TD_bundle.cha,67,447,463.1906794214625,466.4405660261419,11.3716397887025,443.58882774693916,472.0935865881172
50,pair_sli476_td460_rep01_TD_bundle,460,pair_sli476_td460,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep01_TD_bundle.cha,62,352,481.9508880923985,484.5878189052746,18.486194602056965,463.0390460012336,504.8202983888761
51,pair_sli476_td460_rep02_TD_bundle,460,pair_sli476_td460,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep02_TD_bundle.cha,75,355,416.17510963947126,418.6970985330467,18.979004897911395,386.83797529456496,438.293966400733
52,pair_sli476_td460_rep03_TD_bundle,460,pair_sli476_td460,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep03_TD_bundle.cha,56,289,425.5580841515615,427.1968628215241,24.308825750636355,390.5495904159217,456.7136474002532
53,pair_sli476_td460_rep04_TD_bundle,460,pair_sli476_td460,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep04_TD_bundle.cha,85,403,379.1827253985779,377.1389413722797,18.583876182920996,352.66035034556825,402.6182769295014
54,pair_sli476_td460_rep05_TD_bundle,460,pair_sli476_td460,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep05_TD_bundle.cha,64,335,367.24680143821786,367.7475313434908,19.199311054070055,343.98577035161924,396.399801933065
55,pair_sli476_td460_rep06_TD_bundle,460,pair_sli476_td460,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep06_TD_bundle.cha,70,389,441.29491142648385,444.77615696407787,14.139318823515826,421.46013608744965,458.90703223827916
56,pair_sli476_td460_rep07_TD_bundle,460,pair_sli476_td460,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep07_TD_bundle.cha,66,357,399.83728141632236,392.07588476215403,22.822533131030013,373.0099621647447,433.4171884178027
57,pair_sli476_td460_rep08_TD_bundle,460,pair_sli476_td460,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep08_TD_bundle.cha,64,307,413.9007867090883,419.19977819685124,17.837190226560995,389.06182174463567,436.677140084661
58,pair_sli476_td460_rep09_TD_bundle,460,pair_sli476_td460,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep09_TD_bundle.cha,61,338,448.44990636378014,449.77786962231625,23.21989436945912,418.4452864556071,476.79078464136023
59,pair_sli476_td460_rep10_TD_bundle,460,pair_sli476_td460,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli476_td460_rep10_TD_bundle.cha,77,375,483.36995731348526,490.13024868933553,17.853417694532435,456.80542441321455,501.43018396335606
60,pair_sli477_td415_rep01_TD_bundle,415,pair_sli477_td415,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep01_TD_bundle.cha,53,339,359.7341846699683,361.95331380887666,17.544452936117374,332.8286522926904,382.0358379436307
61,pair_sli477_td415_rep02_TD_bundle,415,pair_sli477_td415,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep02_TD_bundle.cha,56,359,517.8824237553022,521.6375732741691,15.379549035310633,491.6804126099713,529.2426393347296
62,pair_sli477_td415_rep03_TD_bundle,415,pair_sli477_td415,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep03_TD_bundle.cha,71,380,422.6627028764735,426.56870186842696,19.671034411459434,393.67590759504054,445.5445336633767
63,pair_sli477_td415_rep04_TD_bundle,415,pair_sli477_td415,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep04_TD_bundle.cha,69,354,432.8664799476095,441.6040172137654,16.68548441359803,405.05752629737145,445.4805792165555
64,pair_sli477_td415_rep05_TD_bundle,415,pair_sli477_td415,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep05_TD_bundle.cha,66,384,431.76929169393577,438.31650168700617,17.276844765907125,404.13622615007824,449.90828136618495
65,pair_sli477_td415_rep06_TD_bundle,415,pair_sli477_td415,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep06_TD_bundle.cha,60,321,450.6199877811417,450.3610723781494,12.695143819642748,430.8319648654542,464.75427762628004
66,pair_sli477_td415_rep07_TD_bundle,415,pair_sli477_td415,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep07_TD_bundle.cha,85,472,372.96291745397616,371.69599878066197,18.66530680739208,346.2092448748402,392.33518501339313
67,pair_sli477_td415_rep08_TD_bundle,415,pair_sli477_td415,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep08_TD_bundle.cha,64,331,550.604628603682,552.6240998744737,21.11551164781595,516.6333487101691,573.8631553975774
68,pair_sli477_td415_rep09_TD_bundle,415,pair_sli477_td415,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep09_TD_bundle.cha,70,393,389.3603327440085,394.8422603006308,17.00558133824186,359.40497783975104,400.1540556052673
69,pair_sli477_td415_rep10_TD_bundle,415,pair_sli477_td415,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli477_td415_rep10_TD_bundle.cha,57,340,520.5023596875253,527.3627893510734,21.105770255756678,487.1333366418271,540.7069473635202
70,pair_sli478_td419_rep01_TD_bundle,419,pair_sli478_td419,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep01_TD_bundle.cha,56,345,527.5115665358962,531.466553030343,11.413164061139073,507.8467955114,536.9469109526949
71,pair_sli478_td419_rep02_TD_bundle,419,pair_sli478_td419,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep02_TD_bundle.cha,78,462,459.9349359238771,462.5554269476677,13.84730264981075,439.106163043206,477.00574835268503
72,pair_sli478_td419_rep03_TD_bundle,419,pair_sli478_td419,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep03_TD_bundle.cha,59,321,482.12151718078485,483.58939167323877,12.0362456555043,463.4178789124212,494.752905178874
73,pair_sli478_td419_rep04_TD_bundle,419,pair_sli478_td419,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep04_TD_bundle.cha,65,432,485.34695553097856,486.7766055266476,20.204985848955005,456.9505328064985,513.5389340697324
74,pair_sli478_td419_rep05_TD_bundle,419,pair_sli478_td419,5,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep05_TD_bundle.cha,63,382,504.384911302153,505.48984754482365,14.231208667704385,482.47448898326843,521.2481539188326
75,pair_sli478_td419_rep06_TD_bundle,419,pair_sli478_td419,6,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep06_TD_bundle.cha,70,418,368.7414739739093,369.8282207473563,13.127955627113895,350.6568605151309,382.7011226539829
76,pair_sli478_td419_rep07_TD_bundle,419,pair_sli478_td419,7,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep07_TD_bundle.cha,55,372,526.3893129894611,525.2595577830339,13.207416469736636,507.7327571145089,540.4666576362616
77,pair_sli478_td419_rep08_TD_bundle,419,pair_sli478_td419,8,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep08_TD_bundle.cha,60,394,518.9274940717216,520.402982668804,25.37413343620559,478.88638652256265,548.1791612951248
78,pair_sli478_td419_rep09_TD_bundle,419,pair_sli478_td419,9,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep09_TD_bundle.cha,66,358,437.8681688234019,440.8326490843102,12.576255249913944,416.3759863286275,448.4604620883155
79,pair_sli478_td419_rep10_TD_bundle,419,pair_sli478_td419,10,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli478_td419_rep10_TD_bundle.cha,69,477,490.8922699299934,495.93561348252643,12.410936633818503,471.94943509121117,502.75781477252985
80,pair_sli479_td471_rep01_TD_bundle,471,pair_sli479_td471,1,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep01_TD_bundle.cha,71,485,517.6870238914843,521.8789913564336,17.409351153972068,487.89122805313275,533.6029347322483
81,pair_sli479_td471_rep02_TD_bundle,471,pair_sli479_td471,2,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep02_TD_bundle.cha,58,378,440.42449207355895,435.68996792486064,13.681350258690436,422.991992588135,455.8308631292
82,pair_sli479_td471_rep03_TD_bundle,471,pair_sli479_td471,3,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep03_TD_bundle.cha,66,466,525.331957224402,535.6046411356633,18.635235195752248,493.31281097713384,537.0690771354226
83,pair_sli479_td471_rep04_TD_bundle,471,pair_sli479_td471,4,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage1_td/pair_sli479_td471_rep04_TD_bundle.cha,65,349,471.4978039467327,476.2068930319915,16.236721000204266,444.1307839318926,487.01566031468485
