File_ID,DSS_tbl_source,DSS_tbl_relpath,DSS_tbl_transcript,DSS_tbl_transcript_relpath,DSS_tbl_command,DSS_tbl_score,DSS_tbl_score_is_na,DSS_tbl_warning_50,DSS_tbl_CNJ,DSS_tbl_IP,DSS_tbl_IR,DSS_tbl_MV,DSS_tbl_NG,DSS_tbl_PP,DSS_tbl_S,DSS_tbl_SV,DSS_tbl_TOT,DSS_tbl_WHQ
pair_sli427_td406_rep01_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep01_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep01_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep01_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep01_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,5.58,0,0,20,27,1,86,1,101,25,18,279,0
pair_sli427_td406_rep02_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep02_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep02_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep02_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep02_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,7.02,0,0,62,18,7,116,4,69,41,34,351,0
pair_sli427_td406_rep03_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep03_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep03_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep03_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep03_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,6.88,0,0,59,30,8,104,8,79,36,20,344,0
pair_sli427_td406_rep04_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep04_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep04_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep04_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep04_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,6.72,0,0,51,8,3,111,4,103,38,18,336,0
pair_sli427_td406_rep05_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep05_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep05_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep05_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep05_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,5.90,0,0,25,25,1,90,0,110,32,10,295,2
pair_sli427_td406_rep06_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep06_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep06_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep06_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep06_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,4.86,0,0,25,17,2,86,0,52,39,22,243,0
pair_sli427_td406_rep07_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep07_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep07_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep07_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep07_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,5.16,0,0,26,29,2,90,0,69,31,11,258,0
pair_sli427_td406_rep08_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep08_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep08_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep08_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep08_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,6.34,0,0,33,18,3,98,8,100,35,15,317,7
pair_sli427_td406_rep09_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep09_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep09_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep09_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep09_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,4.52,0,0,32,12,2,100,0,43,24,13,226,0
pair_sli427_td406_rep10_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep10_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli427_td406_rep10_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep10_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli427_td406_rep10_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,4.58,0,0,20,15,3,79,0,72,32,8,229,0
pair_sli444_td410_rep01_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep01_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep01_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep01_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep01_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,6.46,0,0,57,9,0,103,8,61,44,41,323,0
pair_sli444_td410_rep02_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep02_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep02_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep02_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep02_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,7.60,0,1,66,28,0,93,4,79,33,24,327,0
pair_sli444_td410_rep03_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep03_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep03_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep03_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep03_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,5.45,0,1,24,7,0,47,4,40,16,16,158,4
pair_sli444_td410_rep04_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep04_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep04_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep04_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep04_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,7.14,0,0,43,38,6,100,8,74,41,47,357,0
pair_sli444_td410_rep05_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep05_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep05_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep05_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep05_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,5.98,0,1,38,16,0,81,0,77,41,0,257,4
pair_sli444_td410_rep06_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep06_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep06_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep06_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep06_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,6.18,0,0,24,8,0,113,15,65,48,36,309,0
pair_sli444_td410_rep07_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep07_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep07_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep07_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep07_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,6.20,0,1,30,18,0,79,4,63,33,46,273,0
pair_sli444_td410_rep08_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep08_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep08_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep08_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep08_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,6.64,0,1,41,13,0,95,0,88,32,30,299,0
pair_sli444_td410_rep09_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep09_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep09_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep09_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep09_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,5.90,0,0,31,23,0,94,4,96,42,5,295,0
pair_sli444_td410_rep10_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep10_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli444_td410_rep10_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep10_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli444_td410_rep10_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,7.02,0,1,61,23,0,91,4,65,36,8,288,0
pair_sli474_td459_rep01_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep01_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep01_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep01_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep01_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,7.44,0,0,74,25,0,109,0,94,19,44,372,7
pair_sli474_td459_rep02_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep02_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep02_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep02_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep02_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,7.89,0,1,46,53,6,112,8,103,24,19,371,0
pair_sli474_td459_rep03_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep03_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep03_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep03_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep03_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,8.12,0,0,44,63,0,115,4,126,29,23,406,2
pair_sli474_td459_rep04_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep04_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep04_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep04_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep04_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,6.50,0,0,36,43,0,108,0,112,23,3,325,0
pair_sli474_td459_rep05_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep05_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep05_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep05_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep05_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,5.98,0,0,72,25,0,103,0,54,34,9,299,2
pair_sli474_td459_rep06_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep06_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep06_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep06_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep06_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,7.14,0,1,59,18,0,94,4,96,24,5,300,0
pair_sli474_td459_rep07_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep07_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep07_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep07_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep07_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,8.86,0,0,61,40,0,139,4,119,32,48,443,0
pair_sli474_td459_rep08_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep08_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep08_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep08_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep08_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,5.79,0,1,32,18,0,100,0,79,27,22,278,0
pair_sli474_td459_rep09_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep09_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep09_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep09_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep09_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,6.56,0,0,42,23,0,122,8,80,44,9,328,0
pair_sli474_td459_rep10_SLI_bundle,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep10_SLI_bundle.tbl.cex,phase2/generated/measures/dss/SLI/bundles/pair_sli474_td459_rep10_SLI_bundle.tbl.cex,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep10_SLI_bundle.cha,data/generated/test2/reannotated/bundled_synthetic_children/stage2_sli/pair_sli474_td459_rep10_SLI_bundle.cha,dss +t*CHI +deng.cut +lengu,7.52,0,0,46,34,0,121,8,127,22,18,376,0
