File_ID,error_source,error_relpath,chi_utterances,chi_utterances_with_error_code,error_total_annotations,bare_marking_errors,bare_marking_errors_per_utt,determiner_errors,determiner_errors_per_utt,pronoun_errors,pronoun_errors_per_utt,rule_generalization_errors,rule_generalization_errors_per_utt
823,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/823.cha,data/annotated/ENNI_batchalign/SLI/B/823.cha,110,7,8,2,0.018182,0,0.000000,0,0.000000,1,0.009091
827,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/827.cha,data/annotated/ENNI_batchalign/SLI/B/827.cha,123,11,12,4,0.032520,1,0.008130,0,0.000000,5,0.040650
831,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/831.cha,data/annotated/ENNI_batchalign/SLI/B/831.cha,110,5,5,2,0.018182,0,0.000000,0,0.000000,1,0.009091
870,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/870.cha,data/annotated/ENNI_batchalign/SLI/B/870.cha,67,13,13,10,0.149254,0,0.000000,0,0.000000,0,0.000000
872,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/872.cha,data/annotated/ENNI_batchalign/SLI/B/872.cha,66,8,9,1,0.015152,0,0.000000,0,0.000000,2,0.030303
874,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/874.cha,data/annotated/ENNI_batchalign/SLI/B/874.cha,86,23,25,21,0.244186,0,0.000000,0,0.000000,0,0.000000
875,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/875.cha,data/annotated/ENNI_batchalign/SLI/B/875.cha,90,10,14,8,0.088889,0,0.000000,1,0.011111,4,0.044444
877,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/877.cha,data/annotated/ENNI_batchalign/SLI/B/877.cha,66,4,4,3,0.045455,0,0.000000,0,0.000000,0,0.000000
879,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/879.cha,data/annotated/ENNI_batchalign/SLI/B/879.cha,104,23,24,20,0.192308,0,0.000000,0,0.000000,2,0.019231
903,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/903.cha,data/annotated/ENNI_batchalign/SLI/B/903.cha,58,2,4,3,0.051724,0,0.000000,1,0.017241,0,0.000000
920,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/920.cha,data/annotated/ENNI_batchalign/SLI/B/920.cha,88,8,9,4,0.045455,0,0.000000,0,0.000000,1,0.011364
924,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/924.cha,data/annotated/ENNI_batchalign/SLI/B/924.cha,164,16,18,7,0.042683,0,0.000000,0,0.000000,7,0.042683
928,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/928.cha,data/annotated/ENNI_batchalign/SLI/B/928.cha,73,6,7,1,0.013699,0,0.000000,0,0.000000,6,0.082192
932,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/932.cha,data/annotated/ENNI_batchalign/SLI/B/932.cha,106,7,7,3,0.028302,0,0.000000,0,0.000000,1,0.009434
934,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/934.cha,data/annotated/ENNI_batchalign/SLI/B/934.cha,72,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
935,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/SLI/B/935.cha,data/annotated/ENNI_batchalign/SLI/B/935.cha,64,7,7,5,0.078125,0,0.000000,1,0.015625,0,0.000000
401,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/401.cha,data/annotated/ENNI_batchalign/TD/A/401.cha,139,16,18,4,0.028777,0,0.000000,0,0.000000,12,0.086331
402,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/402.cha,data/annotated/ENNI_batchalign/TD/A/402.cha,107,5,6,0,0.000000,0,0.000000,1,0.009346,3,0.028037
405,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/405.cha,data/annotated/ENNI_batchalign/TD/A/405.cha,97,2,2,1,0.010309,0,0.000000,0,0.000000,0,0.000000
406,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/406.cha,data/annotated/ENNI_batchalign/TD/A/406.cha,111,8,8,2,0.018018,0,0.000000,1,0.009009,4,0.036036
409,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/409.cha,data/annotated/ENNI_batchalign/TD/A/409.cha,68,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
410,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/410.cha,data/annotated/ENNI_batchalign/TD/A/410.cha,64,6,7,0,0.000000,0,0.000000,0,0.000000,2,0.031250
414,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/414.cha,data/annotated/ENNI_batchalign/TD/A/414.cha,87,12,13,0,0.000000,0,0.000000,0,0.000000,11,0.126437
417,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/417.cha,data/annotated/ENNI_batchalign/TD/A/417.cha,140,3,3,2,0.014286,0,0.000000,0,0.000000,1,0.007143
418,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/418.cha,data/annotated/ENNI_batchalign/TD/A/418.cha,108,1,1,0,0.000000,0,0.000000,1,0.009259,0,0.000000
421,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/421.cha,data/annotated/ENNI_batchalign/TD/A/421.cha,198,13,13,1,0.005051,0,0.000000,1,0.005051,9,0.045455
425,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/425.cha,data/annotated/ENNI_batchalign/TD/A/425.cha,120,8,8,1,0.008333,0,0.000000,0,0.000000,5,0.041667
429,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/429.cha,data/annotated/ENNI_batchalign/TD/A/429.cha,67,9,10,2,0.029851,0,0.000000,2,0.029851,5,0.074627
441,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/441.cha,data/annotated/ENNI_batchalign/TD/A/441.cha,67,2,2,0,0.000000,0,0.000000,0,0.000000,1,0.014925
448,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/448.cha,data/annotated/ENNI_batchalign/TD/A/448.cha,88,4,4,1,0.011364,0,0.000000,0,0.000000,3,0.034091
452,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/452.cha,data/annotated/ENNI_batchalign/TD/A/452.cha,68,4,6,0,0.000000,0,0.000000,0,0.000000,1,0.014706
456,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/456.cha,data/annotated/ENNI_batchalign/TD/A/456.cha,64,16,16,4,0.062500,0,0.000000,0,0.000000,10,0.156250
457,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/457.cha,data/annotated/ENNI_batchalign/TD/A/457.cha,94,9,12,3,0.031915,0,0.000000,2,0.021277,5,0.053191
460,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/460.cha,data/annotated/ENNI_batchalign/TD/A/460.cha,79,4,6,0,0.000000,0,0.000000,2,0.025316,2,0.025316
464,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/464.cha,data/annotated/ENNI_batchalign/TD/A/464.cha,65,5,5,1,0.015385,0,0.000000,0,0.000000,2,0.030769
468,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/468.cha,data/annotated/ENNI_batchalign/TD/A/468.cha,66,3,3,1,0.015152,0,0.000000,0,0.000000,1,0.015152
471,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/471.cha,data/annotated/ENNI_batchalign/TD/A/471.cha,108,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
501,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/501.cha,data/annotated/ENNI_batchalign/TD/A/501.cha,95,4,4,0,0.000000,0,0.000000,0,0.000000,4,0.042105
502,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/502.cha,data/annotated/ENNI_batchalign/TD/A/502.cha,84,5,5,0,0.000000,0,0.000000,0,0.000000,4,0.047619
505,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/505.cha,data/annotated/ENNI_batchalign/TD/A/505.cha,66,4,4,0,0.000000,0,0.000000,0,0.000000,4,0.060606
506,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/506.cha,data/annotated/ENNI_batchalign/TD/A/506.cha,81,5,5,0,0.000000,0,0.000000,0,0.000000,4,0.049383
509,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/509.cha,data/annotated/ENNI_batchalign/TD/A/509.cha,90,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
510,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/510.cha,data/annotated/ENNI_batchalign/TD/A/510.cha,64,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
513,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/513.cha,data/annotated/ENNI_batchalign/TD/A/513.cha,69,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.014493
514,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/514.cha,data/annotated/ENNI_batchalign/TD/A/514.cha,80,6,6,0,0.000000,0,0.000000,0,0.000000,6,0.075000
517,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/517.cha,data/annotated/ENNI_batchalign/TD/A/517.cha,155,1,1,0,0.000000,0,0.000000,0,0.000000,0,0.000000
518,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/518.cha,data/annotated/ENNI_batchalign/TD/A/518.cha,81,3,3,1,0.012346,0,0.000000,0,0.000000,0,0.000000
522,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/522.cha,data/annotated/ENNI_batchalign/TD/A/522.cha,65,8,8,4,0.061538,0,0.000000,0,0.000000,1,0.015385
526,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/526.cha,data/annotated/ENNI_batchalign/TD/A/526.cha,97,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
530,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/530.cha,data/annotated/ENNI_batchalign/TD/A/530.cha,83,1,1,0,0.000000,0,0.000000,0,0.000000,1,0.012048
538,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/538.cha,data/annotated/ENNI_batchalign/TD/A/538.cha,65,3,3,0,0.000000,0,0.000000,0,0.000000,2,0.030769
541,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/541.cha,data/annotated/ENNI_batchalign/TD/A/541.cha,66,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
544,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/544.cha,data/annotated/ENNI_batchalign/TD/A/544.cha,67,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
545,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/545.cha,data/annotated/ENNI_batchalign/TD/A/545.cha,63,9,9,2,0.031746,0,0.000000,0,0.000000,6,0.095238
548,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/548.cha,data/annotated/ENNI_batchalign/TD/A/548.cha,59,0,0,0,0.000000,0,0.000000,0,0.000000,0,0.000000
549,/Users/shamiraventurini/PycharmProjects/ICL-PILOT/data/annotated/ENNI_batchalign/TD/A/549.cha,data/annotated/ENNI_batchalign/TD/A/549.cha,109,2,2,0,0.000000,0,0.000000,0,0.000000,0,0.000000
