File,Language,Corpus,Code,Age(Month),Sex,Group,Race,SES,Role,Education,Custom_field,Design,Activity,Group_2,Total_Utts,MLU_Utts,MLU_Words,MLU_Morphemes,MLU50_Utts,MLU50_Words,MLU50_Morphemes,FREQ_types,FREQ_tokens,NDW_100,VOCD_D_optimum_average,Verbs_Utt,TD_Words,TD_Utts,TD_Time_(secs),TD_Words_Time,TD_Utts_Time,Word_Errors,Utt_Errors,retracing,repetition,DSS_Utts,DSS,mor_Words,*-PRESP,in,on,*-PL,*-POSS,u-cop,det:art,*-PAST,*-S3,irr-S3,u-aux,c-cop,c-aux,Total_non_zero_mors
stage2_sli_reannotated/pair_sli413_td439_rep02_B2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,9,9,6.222,7.000,9,NA,NA,41,57,NA,55.40,1.444,56,10,0,NA,NA,0,0,0,0,9,NA,57,1,0,1,2,0,0,6,3,2,1,1,1,0,9
stage2_sli_reannotated/pair_sli413_td439_rep02_B3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,10,10,6.100,7.400,10,NA,NA,42,62,NA,46.56,1.000,73,13,0,NA,NA,0,0,0,0,10,NA,62,0,0,1,1,0,2,6,11,0,0,0,1,0,6
stage2_sli_reannotated/pair_sli413_td439_rep03_A1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,5,5,6.400,7.400,5,NA,NA,28,32,NA,NA,1.000,32,5,0,NA,NA,2,0,0,0,4,NA,32,1,1,0,1,0,1,4,3,1,0,0,0,0,7
stage2_sli_reannotated/pair_sli413_td439_rep03_A2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,9,9,5.556,5.889,9,NA,NA,35,50,NA,40.88,0.778,51,9,0,NA,NA,5,0,0,1,7,NA,50,1,0,2,1,0,0,10,2,5,0,0,0,0,6
stage2_sli_reannotated/pair_sli413_td439_rep03_A3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,15,15,2.133,2.267,15,NA,NA,18,32,NA,NA,0.333,32,15,0,NA,NA,0,0,0,0,1,NA,32,0,0,0,1,0,0,0,1,0,0,0,0,0,2
stage2_sli_reannotated/pair_sli413_td439_rep03_B1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,8,8,6.375,7.375,8,NA,NA,33,52,NA,27.68,1.000,51,8,0,NA,NA,6,0,0,0,6,NA,52,2,0,1,1,1,3,1,4,0,0,0,0,0,7
stage2_sli_reannotated/pair_sli413_td439_rep03_B2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,11,11,5.364,6.000,11,NA,NA,42,60,NA,48.93,1.364,60,11,0,NA,NA,9,0,0,1,10,NA,60,0,0,1,3,0,0,6,3,4,0,1,0,0,6
stage2_sli_reannotated/pair_sli413_td439_rep03_B3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,9,9,6.778,8.111,9,NA,NA,39,61,NA,33.49,0.889,72,13,0,NA,NA,0,0,0,0,7,NA,61,1,1,0,2,0,2,9,9,0,1,0,0,0,7
stage2_sli_reannotated/pair_sli413_td439_rep04_A1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,11,11,4.909,5.000,11,NA,NA,30,55,NA,17.90,0.818,54,11,0,NA,NA,3,0,0,0,7,NA,55,0,2,0,0,0,1,6,0,1,0,1,0,0,5
stage2_sli_reannotated/pair_sli413_td439_rep04_A2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,8,8,4.625,4.750,8,NA,NA,27,37,NA,NA,0.625,40,8,0,NA,NA,5,0,0,3,5,NA,37,0,0,1,0,0,0,2,1,2,1,0,0,0,5
stage2_sli_reannotated/pair_sli413_td439_rep04_A3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,14,14,3.429,3.500,14,NA,NA,28,48,NA,NA,0.643,48,14,0,NA,NA,5,0,0,0,9,NA,48,0,1,0,0,0,1,2,1,2,0,0,0,0,5
stage2_sli_reannotated/pair_sli413_td439_rep04_B1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,9,9,3.778,3.778,9,NA,NA,25,34,NA,NA,0.778,34,9,0,NA,NA,4,0,0,0,7,NA,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stage2_sli_reannotated/pair_sli413_td439_rep04_B2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,16,16,3.938,4.812,16,NA,NA,43,69,NA,37.61,0.875,63,16,0,NA,NA,0,0,0,0,12,NA,69,0,0,0,2,0,0,8,7,1,1,2,3,1,8
stage2_sli_reannotated/pair_sli413_td439_rep04_B3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,15,15,4.800,6.200,15,NA,NA,45,76,NA,33.42,0.933,72,15,0,NA,NA,0,0,0,0,13,NA,76,2,0,1,3,0,3,6,13,0,1,2,3,0,9
stage2_sli_reannotated/pair_sli413_td439_rep05_A1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,7,7,4.286,4.286,7,NA,NA,16,30,NA,NA,0.857,30,7,0,NA,NA,3,0,0,0,5,NA,30,0,2,0,0,0,0,0,0,0,0,0,0,0,1
stage2_sli_reannotated/pair_sli413_td439_rep05_A2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,8,8,4.375,4.750,8,NA,NA,27,35,NA,NA,0.875,35,8,0,NA,NA,4,0,0,0,8,NA,35,1,0,1,0,0,0,3,3,1,1,0,0,0,6
stage2_sli_reannotated/pair_sli413_td439_rep05_A3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,13,13,4.077,4.308,13,NA,NA,37,55,NA,36.24,0.769,59,15,0,NA,NA,4,0,0,0,7,NA,55,0,1,0,0,1,0,0,1,0,0,1,0,0,4
stage2_sli_reannotated/pair_sli413_td439_rep05_B1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,9,9,3.778,4.556,9,NA,NA,23,34,NA,NA,0.889,34,9,0,NA,NA,0,0,0,0,7,NA,34,0,0,1,0,0,0,3,7,0,0,0,0,0,3
stage2_sli_reannotated/pair_sli413_td439_rep05_B2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,14,14,3.857,4.143,14,NA,NA,41,55,NA,63.71,1.071,54,14,0,NA,NA,5,0,0,0,13,NA,55,0,0,0,3,0,0,1,0,4,0,1,0,0,4
stage2_sli_reannotated/pair_sli413_td439_rep05_B3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,9,9,6.000,7.111,9,NA,NA,33,55,NA,25.18,0.778,89,16,0,NA,NA,0,0,0,0,7,NA,55,1,0,0,2,0,2,10,7,0,1,1,0,0,7
stage2_sli_reannotated/pair_sli413_td439_rep06_A1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,7,7,5.429,5.714,7,NA,NA,26,38,NA,NA,1.143,38,7,0,NA,NA,4,0,0,0,6,NA,38,0,2,0,2,0,0,6,0,1,0,0,0,0,4
stage2_sli_reannotated/pair_sli413_td439_rep06_A2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,7,7,3.857,4.000,7,NA,NA,23,27,NA,NA,0.857,36,9,0,NA,NA,6,0,0,0,6,NA,27,1,0,0,0,0,0,1,1,1,0,0,0,0,4
stage2_sli_reannotated/pair_sli413_td439_rep06_A3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,15,15,5.267,5.400,15,NA,NA,44,80,NA,29.00,0.933,79,15,0,NA,NA,6,0,0,0,10,NA,80,0,0,0,0,0,0,16,1,4,1,1,0,0,5
stage2_sli_reannotated/pair_sli413_td439_rep06_B1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,7,7,6.857,8.143,7,NA,NA,32,48,NA,NA,1.286,56,9,0,NA,NA,0,0,0,0,7,NA,48,0,1,1,0,0,1,6,9,0,0,0,0,0,5
stage2_sli_reannotated/pair_sli413_td439_rep06_B2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,9,9,6.333,6.778,9,NA,NA,39,57,NA,47.22,1.556,57,9,0,NA,NA,7,0,0,0,8,NA,57,0,1,1,4,0,0,5,0,3,0,0,0,0,5
stage2_sli_reannotated/pair_sli413_td439_rep06_B3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,11,11,5.273,6.364,11,NA,NA,38,59,NA,34.94,0.727,99,21,0,NA,NA,0,0,0,0,9,NA,59,0,0,0,3,0,2,5,9,0,0,1,0,0,5
stage2_sli_reannotated/pair_sli413_td439_rep07_A1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,10,10,3.800,3.900,10,NA,NA,23,38,NA,NA,0.600,38,10,0,NA,NA,5,0,0,0,6,NA,38,0,2,0,0,0,1,0,1,0,0,0,0,0,3
stage2_sli_reannotated/pair_sli413_td439_rep07_A2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,8,8,6.875,8.375,8,NA,NA,38,55,NA,45.27,1.375,56,8,0,NA,NA,0,0,0,1,8,NA,55,1,0,2,1,0,0,8,11,0,1,0,0,0,6
stage2_sli_reannotated/pair_sli413_td439_rep07_A3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,20,20,3.350,3.450,20,NA,NA,48,68,NA,55.76,0.750,67,20,0,NA,NA,11,0,0,0,11,NA,68,0,1,0,0,0,0,2,1,3,0,3,0,0,5
stage2_sli_reannotated/pair_sli413_td439_rep07_B1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,8,8,6.125,7.375,8,NA,NA,35,50,NA,43.99,1.250,49,8,0,NA,NA,0,0,0,0,6,NA,50,0,0,1,0,1,0,4,9,0,0,0,0,0,4
stage2_sli_reannotated/pair_sli413_td439_rep07_B2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,18,18,2.833,2.944,18,NA,NA,33,51,NA,29.28,0.722,80,18,0,NA,NA,2,0,0,29,8,NA,51,0,0,0,2,0,0,1,0,1,0,0,0,0,3
stage2_sli_reannotated/pair_sli413_td439_rep07_B3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,7,7,8.286,10.000,7,NA,NA,35,59,NA,25.60,1.143,98,14,0,NA,NA,0,0,0,0,7,NA,59,1,0,0,3,0,2,10,8,0,1,1,0,0,7
stage2_sli_reannotated/pair_sli413_td439_rep08_A1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,11,11,3.636,3.636,11,NA,NA,23,40,NA,NA,0.545,41,11,0,NA,NA,6,0,0,1,5,NA,40,0,2,0,0,0,0,0,0,0,0,0,0,0,1
stage2_sli_reannotated/pair_sli413_td439_rep08_A2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,7,7,4.429,4.714,7,NA,NA,24,31,NA,NA,1.286,31,7,0,NA,NA,6,0,0,0,6,NA,31,0,0,2,0,0,0,0,2,2,0,0,0,0,3
stage2_sli_reannotated/pair_sli413_td439_rep08_A3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,9,9,4.778,5.556,9,NA,NA,29,45,NA,NA,0.556,43,9,0,NA,NA,1,0,0,0,6,NA,45,1,0,0,0,2,2,2,4,1,0,0,0,0,6
stage2_sli_reannotated/pair_sli413_td439_rep08_B1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,8,8,4.125,4.375,8,NA,NA,24,33,NA,NA,0.750,44,13,0,NA,NA,4,0,0,0,6,NA,33,1,0,1,0,0,1,0,1,0,0,0,0,0,4
stage2_sli_reannotated/pair_sli413_td439_rep08_B2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,11,11,4.455,5.182,11,NA,NA,43,51,NA,122.59,1.091,49,11,0,NA,NA,1,0,0,0,7,NA,51,0,0,0,5,0,0,2,2,2,0,1,0,0,5
stage2_sli_reannotated/pair_sli413_td439_rep08_B3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,17,17,5.000,6.353,17,NA,NA,50,88,NA,34.57,1.118,85,17,0,NA,NA,0,0,0,0,16,NA,88,3,0,0,3,0,5,8,16,0,0,1,1,1,8
stage2_sli_reannotated/pair_sli413_td439_rep09_A1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,6,6,5.333,5.500,6,NA,NA,25,32,NA,NA,0.833,32,6,0,NA,NA,4,0,0,0,4,NA,32,0,2,0,1,0,0,1,0,0,0,0,0,0,3
stage2_sli_reannotated/pair_sli413_td439_rep09_A2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,9,9,5.000,5.222,9,NA,NA,31,45,NA,NA,0.778,45,9,0,NA,NA,8,0,0,0,7,NA,45,1,0,2,0,0,0,6,2,0,0,0,0,0,4
stage2_sli_reannotated/pair_sli413_td439_rep09_A3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,20,20,3.850,4.750,20,NA,NA,40,77,NA,24.62,0.700,77,20,0,NA,NA,0,0,0,0,14,NA,77,2,0,0,1,0,4,13,15,0,0,0,0,0,5
stage2_sli_reannotated/pair_sli413_td439_rep09_B1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,8,8,6.625,7.875,8,NA,NA,34,53,NA,30.74,1.500,53,8,0,NA,NA,0,0,0,0,6,NA,53,0,0,0,0,0,1,6,10,0,0,0,0,0,3
stage2_sli_reannotated/pair_sli413_td439_rep09_B2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,13,13,4.538,5.077,13,NA,NA,34,59,NA,23.77,1.077,59,13,0,NA,NA,6,0,0,0,11,NA,59,0,0,1,6,0,0,0,1,2,0,0,0,0,4
stage2_sli_reannotated/pair_sli413_td439_rep09_B3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,13,13,6.769,8.231,13,NA,NA,48,90,NA,33.28,0.923,93,15,0,NA,NA,0,0,0,0,11,NA,90,0,0,0,5,1,4,7,12,0,0,3,0,0,6
stage2_sli_reannotated/pair_sli413_td439_rep10_A1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,11,11,3.364,3.364,11,NA,NA,25,37,NA,NA,0.818,37,11,0,NA,NA,4,0,0,0,7,NA,37,0,2,0,0,0,0,0,0,0,0,0,0,0,1
stage2_sli_reannotated/pair_sli413_td439_rep10_A2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,9,9,5.778,6.111,9,NA,NA,38,52,NA,50.53,0.556,56,9,0,NA,NA,4,0,0,4,6,NA,52,0,0,1,1,0,1,8,2,3,0,0,0,0,6
stage2_sli_reannotated/pair_sli413_td439_rep10_A3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,11,11,4.000,4.091,11,NA,NA,26,44,NA,NA,0.455,44,11,0,NA,NA,6,0,0,0,5,NA,44,0,2,0,0,0,0,7,1,3,0,0,0,0,4
stage2_sli_reannotated/pair_sli413_td439_rep10_B1_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,13,13,3.769,4.077,13,NA,NA,34,49,NA,NA,0.769,55,15,0,NA,NA,5,0,0,0,8,NA,49,1,0,1,0,0,1,2,3,2,1,0,0,0,7
stage2_sli_reannotated/pair_sli413_td439_rep10_B2_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,13,13,5.000,5.308,13,NA,NA,45,65,NA,52.07,1.231,65,13,0,NA,NA,12,0,0,0,12,NA,65,0,0,0,4,0,0,0,0,9,0,1,0,0,3
stage2_sli_reannotated/pair_sli413_td439_rep10_B3_SLI.cha,eng,ICL-PILOT,CHI,59,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,15,15,5.600,6.933,15,NA,NA,47,85,NA,36.36,1.000,84,15,0,NA,NA,2,0,0,0,14,NA,85,0,1,0,3,0,4,8,16,0,0,1,0,0,6
stage2_sli_reannotated/pair_sli427_td406_rep01_A1_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,8,8,5.375,5.375,8,NA,NA,28,43,NA,NA,0.875,43,8,0,NA,NA,5,0,0,0,6,NA,43,0,2,0,0,0,1,2,0,3,0,0,0,0,4
stage2_sli_reannotated/pair_sli427_td406_rep01_A2_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,9,9,4.444,4.667,9,NA,NA,34,40,NA,NA,0.778,40,9,0,NA,NA,4,0,0,0,6,NA,40,1,0,2,1,0,0,1,1,2,0,0,0,0,6
stage2_sli_reannotated/pair_sli427_td406_rep01_A3_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,12,12,5.000,5.250,12,NA,NA,35,60,NA,26.63,0.833,60,12,0,NA,NA,6,0,0,0,10,NA,60,0,0,0,3,0,2,9,0,2,0,0,0,0,4
stage2_sli_reannotated/pair_sli427_td406_rep01_B1_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,13,13,3.769,4.000,13,NA,NA,34,51,NA,36.69,0.692,49,13,0,NA,NA,5,0,0,0,9,NA,51,0,1,0,0,0,1,0,1,2,0,0,2,0,5
stage2_sli_reannotated/pair_sli427_td406_rep01_B2_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,12,12,5.833,6.083,12,NA,NA,48,71,NA,52.03,1.250,70,12,0,NA,NA,11,0,0,0,12,NA,71,0,1,1,1,1,0,5,1,9,0,0,0,0,7
stage2_sli_reannotated/pair_sli427_td406_rep01_B3_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,15,15,4.733,5.733,15,NA,NA,46,77,NA,36.96,1.067,71,15,0,NA,NA,0,0,0,0,12,NA,77,0,0,0,3,4,4,2,7,0,0,2,0,0,6
stage2_sli_reannotated/pair_sli427_td406_rep02_A1_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,12,12,3.750,4.167,12,NA,NA,21,45,NA,NA,0.667,46,12,0,NA,NA,0,0,0,1,8,NA,45,2,2,0,2,0,6,9,1,4,0,0,0,0,7
stage2_sli_reannotated/pair_sli427_td406_rep02_A2_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,13,13,3.231,3.615,13,NA,NA,31,43,NA,NA,0.692,43,13,0,NA,NA,0,0,0,1,7,NA,43,5,0,1,0,0,8,5,1,3,1,0,0,0,7
stage2_sli_reannotated/pair_sli427_td406_rep02_A3_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,9,9,9.333,11.556,9,NA,NA,38,84,NA,20.79,1.667,84,9,0,NA,NA,0,0,0,0,9,NA,84,4,2,0,0,0,11,9,16,0,0,0,0,0,5
stage2_sli_reannotated/pair_sli427_td406_rep02_B1_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,11,11,4.182,4.273,11,NA,NA,33,46,NA,NA,0.818,46,11,0,NA,NA,9,0,0,0,8,NA,46,0,0,1,0,0,0,0,1,0,0,0,0,0,2
stage2_sli_reannotated/pair_sli427_td406_rep02_B2_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,8,8,3.875,4.250,8,NA,NA,25,32,NA,NA,1.125,31,8,0,NA,NA,1,0,0,0,8,NA,32,1,0,0,1,0,0,0,0,1,0,0,1,0,4
stage2_sli_reannotated/pair_sli427_td406_rep02_B3_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,15,15,6.467,6.867,15,NA,NA,44,98,NA,22.23,1.333,97,15,0,NA,NA,4,0,0,0,13,NA,98,0,0,1,4,0,1,7,1,3,0,1,0,0,7
stage2_sli_reannotated/pair_sli427_td406_rep03_A1_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,6,6,4.000,4.000,6,NA,NA,16,24,NA,NA,0.667,25,6,0,NA,NA,7,0,0,1,2,NA,24,0,1,0,0,0,0,0,0,0,0,0,0,0,1
stage2_sli_reannotated/pair_sli427_td406_rep03_A2_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,12,12,4.167,4.583,12,NA,NA,40,51,NA,72.87,1.083,51,12,0,NA,NA,7,0,0,1,9,NA,51,1,0,3,0,1,1,2,3,5,0,0,0,0,7
stage2_sli_reannotated/pair_sli427_td406_rep03_A3_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,8,8,4.375,4.500,8,NA,NA,23,35,NA,NA,0.500,35,8,0,NA,NA,3,0,0,0,6,NA,35,0,1,0,1,0,5,0,0,0,0,0,0,0,3
stage2_sli_reannotated/pair_sli427_td406_rep03_B1_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,23,23,4.130,4.826,23,NA,NA,49,98,NA,27.33,0.783,95,23,0,NA,NA,0,0,0,0,13,NA,98,4,0,0,0,0,10,7,9,0,0,1,3,0,6
stage2_sli_reannotated/pair_sli427_td406_rep03_B2_SLI.cha,eng,ICL-PILOT,CHI,56,.,SLI,.,.,Target_Child,.,.,cross,narrative,generated,36,36,2.889,3.306,36,NA,NA,49,109,45,20.90,0.861,104,36,0,NA,NA,3,0,0,0,18,NA,109,4,1,0,1,0,10,4,5,2,0,4,2,0,9
